high,low,price,vol,tradeAmount,date
3.016,2.7247,3.016,305108.38,285748.229,20150105
3.2478,3.0379,3.1037,564957.03,565723.643,20150106
3.348,3.0348,3.2102,415685.62,426572.524,20150107
3.2196,3.0505,3.1225,247315.32,247723.418,20150108
3.2415,3.0692,3.1006,315784.02,320942.117,20150109
3.0818,2.9534,3.0411,206291.34,198301.19,20150112
3.0818,2.9377,2.9534,193576.4,186171.448,20150113
2.9878,2.825,2.8719,217685.14,201766.367,20150114
2.9127,2.8124,2.9064,187709.68,171930.288,20150115
3.0191,2.9033,3.0066,338628.72,320043.371,20150116
2.9377,2.7059,2.7905,241504.56,219651.016,20150119
2.8657,2.7717,2.85,145366.49,131616.848,20150120
3.1319,2.8531,3.0379,454624.89,434990.981,20150121
3.3417,3.0035,3.3417,608139.82,628460.397,20150122
3.561,3.3449,3.4231,687994.4,757247.78,20150123
3.5234,3.3198,3.4983,475765.65,525092.027,20150126
3.8178,3.4388,3.6706,546382.52,635668.246,20150127
3.6267,3.5014,3.5296,281843.12,320898.671,20150128
3.5171,3.3542,3.4513,240299.84,264268.331,20150129
3.5954,3.4169,3.4545,294558.36,330292.161,20150130
3.5578,3.3355,3.5014,196895.21,219291.166,20150202
3.5703,3.3856,3.5108,218118.7,240776.33,20150203
3.7269,3.4889,3.6768,400083.98,463895.96,20150204
3.8929,3.5453,3.5547,330420.35,392386.641,20150205
3.539,3.3135,3.373,225229.14,244465.541,20150206
3.42,3.3229,3.3574,124628.76,134275.591,20150209
3.467,3.3292,3.4482,118878.85,129718.542,20150210
3.4983,3.3542,3.4231,152897.83,166463.725,20150211
3.4419,3.3041,3.3668,142242.94,152548.351,20150212
3.6267,3.3918,3.5328,287238.2,322764.437,20150213
3.6017,3.4827,3.5985,180237.11,203688.87,20150216
3.658,3.5547,3.5578,151159.52,173351.891,20150217
3.5672,3.4482,3.467,140937.02,156737.855,20150225
3.8146,3.4482,3.8146,299977.42,348086.881,20150226
4.1216,3.7363,3.9399,461119.64,575173.56,20150227
4.1654,3.9274,4.0057,405838.43,522675.851,20150302
4.1873,3.8961,3.9493,377340.48,487109.604,20150303
3.9994,3.799,3.918,298982.51,371808.021,20150304
4.0871,3.8397,4.0433,283782.18,360706.904,20150305
4.3063,3.9587,4.1059,343724.74,454319.12,20150306
4.0871,3.8898,4.0589,214229.73,272875.792,20150309
4.1873,4.0119,4.0433,174100.63,228295.216,20150310
4.1435,3.918,3.99,165508.81,212191.051,20150311
4.0527,3.9149,4.0057,128768.87,163811.084,20150312
4.228,3.9462,4.1153,184893.37,242806.592,20150313
4.2875,4.0871,4.2844,229528.8,307191.741,20150316
4.3721,4.1967,4.2406,259421.52,353326.734,20150317
4.2969,4.1967,4.2907,217550.18,294770.148,20150318
4.4128,4.2312,4.2594,244449.5,336984.502,20150319
4.2594,4.156,4.2343,205280.85,275817.013,20150320
4.416,4.2343,4.2625,254149.17,350193.325,20150323
4.3377,4.1059,4.2124,268390.16,360159.393,20150324
4.1967,4.0088,4.0589,275913.1,361048.903,20150325
4.2155,3.9775,4.1497,291114.23,380914.763,20150326
4.2218,4.1497,4.1654,216859.74,289775.154,20150327
4.2562,4.1372,4.2374,274583.01,367790.905,20150330
4.4128,4.2218,4.2562,369002.7,507091.725,20150331
