high,low,price,vol,tradeAmount,date
24.6144,22.5698,24.4655,76457.08,181153.2495,20150105
25.9146,23.6913,25.458,109369.59,276727.9437,20150106
25.7657,24.6243,24.9915,68390.3,173294.5223,20150107
25.3091,24.8129,24.8724,47495.48,119925.4739,20150108
26.659,24.7236,25.6367,103102.71,268268.3047,20150109
27.1552,25.3885,26.5994,95239.24,254904.3364,20150112
28.2371,26.3017,27.979,142863.35,396143.4339,20150113
29.8549,28.3661,29.1303,202742.8,593469.9442,20150114
29.4281,28.0187,28.912,135307.9,394504.6895,20150115
29.835,28.3859,29.3884,124424.05,368710.0831,20150116
30.1725,27.4927,27.8897,119380.47,346901.9565,20150119
29.6564,28.1874,29.4876,109531.67,322482.6101,20150120
30.6191,29.2395,29.2991,128348.96,384911.1077,20150121
30.3908,29.0807,30.361,140337.92,422405.913,20150122
30.5496,29.4479,29.4678,81898.66,245467.2281,20150123
31.7704,29.9541,31.6017,157489.28,493402.6471,20150126
32.4156,31.0062,31.7605,120271.22,384833.4503,20150127
31.959,31.2146,31.5322,60400.73,192093.5287,20150128
32.1476,30.9665,31.6017,65298.93,208649.1595,20150129
32.0582,30.1824,30.3313,81204.62,256498.4675,20150130
31.4925,29.8251,30.6985,53509.91,165785.2525,20150202
31.8597,30.4901,31.3436,67342.29,212228.9716,20150203
31.5024,30.6786,30.6786,48470.2,151104.2298,20150204
31.294,30.2717,30.3015,51820.67,160425.5794,20150205
30.2816,28.8623,28.9814,64065.28,189235.8338,20150206
29.577,28.7929,28.8127,41544.32,122440.3492,20150209
29.6266,28.376,29.6266,62385.57,181355.5746,20150210
31.1551,29.7755,31.0558,97775.85,300027.1387,20150211
32.8324,31.4429,31.5918,166889.62,538289.4077,20150212
32.6141,31.3238,32.4255,128226.83,413351.4973,20150213
35.0755,32.753,34.4204,195001.27,668091.3509,20150216
34.6884,33.944,34.341,84757.92,292662.8998,20150217
36.0283,33.5272,34.0234,133870.09,471314.4997,20150225
34.0036,32.9714,33.5768,86970.47,293216.4563,20150226
35.2343,33.7356,34.2716,80013.38,277218.6775,20150227
35.1251,34.2219,34.738,77189.19,269537.6472,20150302
34.6884,33.6463,33.7356,77333.9,265416.8795,20150303
34.7083,33.7554,34.4105,66167.64,229097.7184,20150304
34.6884,33.0508,33.4279,93145.54,316080.0615,20150305
33.6463,32.5545,33.3287,86617.83,287407.6988,20150306
33.8745,32.356,33.1004,72857.18,244760.3269,20150309
35.145,33.1202,34.8869,123303.53,426739.2522,20150310
34.8571,34.0433,34.4998,73521.38,255125.4127,20150311
34.9365,33.1599,34.4601,67310.74,232268.4792,20150312
35.6114,33.8448,35.3335,93922.18,329969.2456,20150313
36.5742,35.1847,35.9291,143571.47,517193.2425,20150316
36.0879,35.2938,35.5817,110967.24,397817.9087,20150317
35.7306,34.8869,35.7306,94099.4,336596.3833,20150318
36.0879,34.8373,35.1648,96274.41,343369.7162,20150319
36.1077,34.9564,35.3832,114080.27,408204.9797,20150320
37.7454,35.0854,37.4476,221223.39,814720.9436,20150323
37.4972,35.5717,36.6337,173126.47,639267.8437,20150324
39.383,36.6437,38.5096,230105.49,884460.1003,20150325
42.3606,38.5195,41.4871,329218.65,1355380.5575,20150421
43.0752,40.306,41.0901,179170.05,752003.3623,20150422
43.1744,39.8991,43.0752,212120.47,888293.6821,20150423
43.6508,41.1894,41.4772,140169.29,594988.716,20150424
42.0826,40.3557,40.842,136225.35,560615.4544,20150427
41.1398,36.7628,37.1002,216144.02,829221.9792,20150428
38.3607,35.5717,37.4476,111324.87,419881.2832,20150429
38.9066,37.1598,37.5667,102862.96,394082.8093,20150430
38.2615,36.3856,36.9216,85293.96,316868.3225,20150504
37.2888,35.3435,36.8223,125009.43,453630.0599,20150505
38.0133,36.5146,36.6536,114550.25,429824.1532,20150506
36.5246,34.738,34.9564,93242.91,333063.791,20150507
37.0208,35.0854,37.0208,126497.33,461616.323,20150508
39.1647,37.13,38.857,175015.0,679690.4891,20150511
42.4797,38.1126,42.4102,206622.64,823584.6982,20150512
45.1594,40.1969,42.6484,230010.53,989523.1927,20150513
44.2662,41.8444,41.8841,163151.77,705115.1262,20150514
43.234,41.1894,42.3804,150256.73,642228.5941,20150515
44.1074,41.4673,43.6806,144241.68,630469.4819,20150518
44.6533,42.3804,42.8667,123828.96,536965.2302,20150519
47.0452,42.9759,45.0602,192720.39,875153.322,20150520
49.5662,45.0701,49.5662,144926.88,703724.4309,20150521
54.5189,51.6108,52.1269,255985.83,1372554.2418,20150522
56.3649,49.7449,53.1492,224300.13,1195681.0144,20150525
58.4691,54.3005,58.4691,289086.53,1681290.9811,20150526
59.5311,56.2458,56.8612,239039.36,1389500.0111,20150527
58.4691,51.6108,51.72,220209.28,1218797.7252,20150528
54.5387,49.6258,53.1988,174580.62,922940.8721,20150529
58.5187,54.4196,58.5088,188683.25,1085531.2025,20150601
62.5285,58.1415,61.0397,181945.61,1109356.1838,20150602
61.3374,56.5734,60.4442,156280.89,929537.6283,20150603
59.5509,54.6876,58.1118,123841.18,713098.1707,20150604
61.5359,57.8636,58.6378,141947.55,852417.2074,20150605
