high,low,price,vol,tradeAmount,date
21.0264,20.5368,20.8976,34030.55,137500.977,20150105
21.8149,20.5626,21.4387,44183.61,182151.52,20150106
21.5933,21.0316,21.0934,36290.97,149673.156,20150107
21.6345,20.9852,21.5005,39004.01,161225.675,20150108
21.5881,20.8409,20.98,36622.14,151863.295,20150109
21.4284,20.9233,21.2738,23078.72,94837.402,20150112
21.5881,21.0831,21.5675,22716.66,94332.539,20150113
21.8922,21.3768,21.4232,29051.07,122181.541,20150114
21.5675,21.0831,21.4438,21374.89,88450.286,20150115
22.7168,21.4387,22.6034,73561.18,316884.025,20150116
23.2321,21.9025,22.2942,62679.16,273833.921,20150119
24.2113,22.3406,24.0928,80880.74,367914.737,20150120
24.4793,23.7114,24.3195,62205.97,289805.846,20150121
24.1907,23.6032,23.9124,34461.97,159271.525,20150122
23.9691,23.3919,23.9588,39196.14,179793.645,20150123
24.5308,23.6083,24.2937,29788.9,139121.311,20150126
24.7318,23.8608,24.0103,32422.26,151958.709,20150127
23.9639,23.5259,23.7062,19385.93,89107.132,20150128
24.0979,23.4022,23.8196,18579.25,85492.626,20150129
24.2989,23.294,23.4743,25991.92,119675.46,20150130
23.2115,22.7271,23.0105,36959.66,165087.991,20150202
23.4073,22.9332,23.2682,24606.64,110626.64,20150203
23.7011,23.1651,23.2321,17650.57,79915.877,20150204
24.2989,23.2682,23.7062,31607.92,145756.859,20150205
24.2113,23.397,23.7784,15886.09,73303.803,20150206
23.9897,22.9847,23.3146,21580.62,97694.063,20150209
23.9124,23.1033,23.7475,13174.28,60175.958,20150210
24.1958,23.5568,23.8505,13770.17,63878.001,20150211
24.0979,23.7114,23.9175,10701.71,49605.311,20150212
25.1338,23.9639,24.7266,26060.57,124610.828,20150213
25.2368,24.6906,25.0204,16154.9,78211.81,20150216
25.3348,24.7473,24.9431,11579.81,56391.46,20150217
25.1544,24.3298,24.5257,18437.72,87766.651,20150225
24.9482,24.2216,24.9225,14514.53,69240.277,20150226
25.0668,24.5617,24.6854,11568.72,55508.547,20150227
24.6339,23.7114,24.505,38901.57,181687.209,20150302
24.2216,23.397,23.5516,47606.55,219131.013,20150303
24.1185,23.3249,24.1134,31012.15,143156.81,20150304
24.3504,23.7578,24.2216,21668.71,101373.243,20150305
24.4793,23.9588,24.0361,32580.24,153258.942,20150306
23.9124,23.294,23.8608,25143.56,115063.076,20150309
25.3038,24.2216,24.6133,38336.7,182994.912,20150310
26.2469,24.9792,25.6646,55091.56,274431.306,20150311
26.7984,25.3554,26.1542,45903.82,233036.4,20150312
26.2675,25.5151,25.6491,26512.55,132371.301,20150313
26.2315,25.5409,26.0253,33575.57,168700.863,20150316
26.0511,25.7522,25.8656,29539.12,148293.646,20150317
26.015,25.6182,26.0099,30628.3,153419.411,20150318
26.0305,25.5718,25.7831,27204.47,136137.778,20150319
25.9068,25.5615,25.6594,28089.14,140148.605,20150320
26.953,25.7316,26.7881,46363.72,238707.26,20150323
26.7881,25.7677,26.1799,46913.97,238064.742,20150324
26.3294,25.8707,26.0408,36082.11,182398.387,20150325
26.2263,25.7677,26.1387,25264.46,127658.953,20150326
26.7932,26.0717,26.7623,30619.08,157212.627,20150327
27.2725,26.6901,27.0612,36575.17,191700.067,20150330
27.2983,26.1851,26.5149,30363.96,158444.345,20150331
27.8291,26.4222,27.5765,36652.78,193816.571,20150401
28.0867,27.3137,27.927,33542.19,180496.952,20150402
28.9216,26.8396,28.8855,35621.13,195974.372,20150403
31.5551,29.2721,31.0088,53655.9,320942.431,20150407
31.4365,30.3182,30.9418,53372.52,321124.306,20150408
34.0133,31.519,33.8999,99007.89,630125.715,20150409
36.8477,33.2454,36.1417,93368.31,645151.803,20150410
37.4765,34.6987,35.1832,102599.59,707759.7,20150413
36.2293,33.4361,35.5078,104546.41,693507.271,20150414
36.6249,33.338,33.385,88599.71,332303.502,20150415
32.8591,30.9903,31.9951,128972.24,438634.74,20150416
32.4647,30.1827,30.408,237177.0,783144.365,20150417
31.1781,29.6568,30.887,158637.76,516512.52,20150420
32.3989,30.5395,32.3895,127128.76,425593.797,20150421
33.3286,32.3426,32.5116,120348.06,420087.753,20150422
32.9906,31.9388,32.5492,112280.29,386853.201,20150423
32.2581,31.1405,31.4035,116490.37,392539.48,20150424
31.92,31.1781,31.3565,92080.01,308293.497,20150427
31.9482,30.7931,31.9012,115938.54,388264.02,20150428
31.92,31.1781,31.4692,68325.89,229425.246,20150429
31.8636,31.1781,31.1875,72747.24,243424.741,20150430
31.3847,30.5207,31.272,72706.2,238719.414,20150504
31.1218,29.9291,30.1263,65549.81,213213.25,20150505
30.7085,29.5722,29.7037,65341.14,209032.613,20150506
30.023,29.4877,29.7788,52185.08,165556.558,20150507
30.5301,29.8634,30.5207,54545.98,175363.021,20150508
31.6476,30.3799,31.6195,91885.8,304526.524,20150511
34.1456,31.6664,33.4601,186885.58,660485.904,20150512
33.5258,32.4928,32.7558,90265.11,314781.854,20150513
33.1502,32.305,32.953,85052.68,297301.707,20150514
32.8685,31.657,31.8449,75015.99,256252.464,20150515
32.2111,30.9997,32.0702,76212.63,256604.736,20150518
32.7276,31.8636,32.568,88847.58,305565.148,20150519
33.7982,32.2862,32.784,132038.03,462214.6,20150520
34.418,32.5961,34.3053,155314.85,554782.613,20150521
35.0284,33.5728,34.202,136693.28,496786.937,20150522
35.1035,33.4319,34.8124,151513.59,554391.905,20150525
35.9863,34.202,35.9393,179531.03,674205.445,20150526
35.9393,34.5682,35.4134,137822.87,517358.146,20150527
37.5734,34.587,34.7467,232043.05,899555.333,20150528
35.3947,31.8355,33.6761,138117.41,495891.846,20150529
34.7467,33.3944,34.7373,97696.61,356560.718,20150601
35.0002,33.8076,34.7185,132053.41,484889.14,20150602
36.2023,34.7185,35.6482,142597.16,540751.711,20150603
35.836,32.0796,34.3616,117129.83,424913.517,20150604
35.0096,33.8076,34.4368,107299.87,393936.197,20150605
34.7373,33.2253,33.8639,116187.32,417999.621,20150608
34.4649,33.6198,33.9954,90211.18,326430.48,20150609
34.3523,33.338,33.9954,93029.49,336388.403,20150610
36.0145,34.0893,35.8924,218519.84,823133.082,20150611
36.6061,35.3571,35.451,151769.55,578719.011,20150612
35.6858,34.2865,34.4556,106713.28,395712.766,20150615
34.4368,33.4319,33.5822,86286.96,310399.168,20150616
33.986,32.0515,33.6291,82427.59,290812.971,20150617
33.5258,32.0045,32.0796,75402.49,263261.152,20150618
32.0327,29.1121,29.591,79870.28,261601.664,20150619
31.2344,28.2669,31.2063,77373.79,247376.627,20150623
32.0045,30.6992,31.4692,70211.63,235184.774,20150624
31.5631,29.591,29.9009,62975.91,206055.906,20150625
29.5722,26.9146,27.6189,129376.97,385201.559,20150626
28.6425,25.2806,27.5344,115667.69,337720.942,20150629
30.0512,26.7643,29.9948,112564.71,342750.89,20150630
30.5113,28.173,28.4359,84429.81,267160.917,20150701
30.0512,28.173,28.9055,110881.5,342192.937,20150702
29.4408,26.1727,27.8443,117073.4,350620.603,20150703
30.6334,27.4968,29.7037,150043.34,461786.567,20150706
30.9903,27.6846,30.9621,211954.84,672605.45,20150707
28.8303,27.8631,27.8631,198964.27,592561.296,20150708
30.6522,25.3839,30.6522,176486.85,556782.239,20150709
33.7137,30.6522,33.7137,251604.84,887910.407,20150710
36.0238,32.4928,34.5213,299265.56,1092781.052,20150713
33.8921,31.9575,32.3144,186892.06,656587.062,20150714
31.8167,29.3938,29.7507,113481.82,372618.021,20150715
31.704,29.7507,30.7555,92732.93,304795.075,20150716
32.8685,30.8964,32.5586,86373.83,293839.659,20150717
32.8497,31.5256,32.0796,88168.38,302541.797,20150720
31.9294,31.2438,31.6664,83580.69,281342.938,20150721
32.7464,31.3847,31.92,80039.19,273646.733,20150722
32.6994,31.4692,32.3989,94208.53,322809.681,20150723
32.7276,31.1218,31.3753,89181.39,303900.402,20150724
31.319,28.2387,28.2387,99034.5,314536.731,20150727
29.375,26.3042,29.0369,142326.61,422458.849,20150728
30.239,28.7364,30.2014,86542.84,269567.629,20150729
30.239,28.9712,29.1215,54686.74,173467.75,20150730
30.0512,28.5392,30.0136,61287.89,191405.402,20150731
32.2581,29.2999,32.2299,129399.53,426207.049,20150803
32.5398,30.9997,32.5022,110295.85,375398.097,20150804
32.1735,31.3471,31.4786,55736.87,188383.317,20150805
32.305,30.8025,31.441,46733.03,157763.838,20150806
31.9294,31.488,31.8542,40666.79,137437.987,20150807
33.0751,31.657,32.6619,88163.59,303370.829,20150810
32.737,31.8636,32.0139,67820.31,233096.333,20150811
32.0421,31.4035,31.5725,38951.48,131509.71,20150812
32.6807,31.5819,32.2581,54812.68,187660.268,20150813
32.568,31.6101,31.9669,75680.29,256900.924,20150814
32.5492,31.5537,32.5304,62770.0,215440.248,20150817
32.6807,29.2999,29.9009,75615.56,251561.429,20150818
30.7743,29.2717,30.6146,54459.02,174370.818,20150819
30.8682,29.5816,29.6849,48294.04,155192.799,20150820
29.9103,28.1824,28.5392,54690.76,168136.978,20150821
28.173,25.6844,25.8534,115036.19,327073.626,20150824
26.323,24.3039,25.2524,91118.37,246143.821,20150825
27.525,25.2618,26.6422,79678.94,224558.287,20150826
28.173,26.9615,28.1448,78374.66,230898.032,20150827
29.5722,27.9006,29.0369,60266.23,182647.039,20150828
28.8116,27.8725,28.2293,40879.78,123283.12,20150831
28.0509,27.1869,27.2339,29551.54,86466.104,20150901
29.9573,26.7925,29.9573,132620.72,411168.751,20150902
31.0466,28.2763,28.3138,80580.7,256329.038,20150907
