high,low,price,vol,tradeAmount,date
10.3684,9.7897,10.2017,14144.92,72361.863,20150105
11.2219,10.1036,11.2219,27795.45,153297.049,20150106
11.6142,10.9472,11.4867,20634.57,118479.1804,20150107
12.3127,11.2807,11.6966,25623.54,154367.6472,20150108
12.0066,11.3808,11.6358,13864.23,83050.9925,20150109
12.0851,11.2827,11.9281,13410.99,80806.5793,20150112
12.9189,11.7319,12.7678,19241.9,123393.9623,20150113
14.0371,12.5559,12.913,26386.86,177943.7188,20150114
13.1896,12.4206,12.5755,9806.24,63947.5009,20150115
13.7742,12.4578,13.5369,22263.97,150311.9006,20150116
14.1843,13.1229,13.2916,25030.39,175070.4751,20150119
14.0077,13.3034,13.9292,16696.89,116563.8293,20150120
14.2215,13.5369,14.1646,19324.91,138180.1928,20150121
14.4785,13.8527,14.1548,10094.48,72692.352,20150122
14.1254,13.1229,13.3014,15197.81,105343.1931,20150123
14.4217,13.5565,14.3039,16230.12,116989.5606,20150126
15.0671,14.0764,14.7885,14832.4,110009.6136,20150127
15.793,14.714,14.8905,21214.66,165933.3529,20150128
15.7734,14.7179,15.7734,22098.37,174397.1035,20150129
15.8499,14.196,14.196,31460.21,233494.9118,20150130
14.5374,13.5682,13.8547,18923.25,134951.7154,20150202
14.8886,13.6742,14.5708,23306.15,170315.1921,20150203
15.0808,14.4197,14.714,11728.86,88445.7754,20150204
15.793,14.3412,15.3045,17291.67,133966.2535,20150205
16.6758,15.2044,15.8126,22893.08,186850.4635,20150206
16.2521,15.1103,15.4771,10649.57,84861.8086,20150209
15.8322,15.1809,15.6949,8522.76,67611.7976,20150210
16.3796,15.5301,15.9892,8564.97,70097.3473,20150211
16.5777,15.4987,15.6949,9102.53,74105.2583,20150212
16.3816,15.3065,16.2383,16858.07,136727.7828,20150213
16.6758,15.4987,16.2835,18621.61,152660.0725,20150216
17.4135,16.2638,17.2938,21334.46,182173.0981,20150217
17.441,15.5654,15.5654,25049.99,206827.0839,20150225
15.8499,15.2437,15.4987,17221.7,136244.3751,20150226
15.8126,15.3123,15.7538,9751.47,77856.1556,20150227
17.3291,15.7577,17.2487,26076.68,222906.0996,20150302
17.3998,16.6366,17.0662,19562.11,168882.4262,20150303
17.7117,16.721,17.2271,15040.35,133120.6235,20150304
17.0682,16.0206,16.2874,22118.09,185754.8618,20150305
16.5346,15.9617,16.048,12140.48,100606.0766,20150306
16.5346,15.5968,16.3462,12045.51,100208.7045,20150309
16.8191,16.3423,16.4345,10736.54,90523.8586,20150310
16.5503,16.0186,16.2187,7210.78,59431.5611,20150311
16.8661,15.1652,15.3908,16110.04,130113.0496,20150312
16.1814,15.3025,16.1461,19232.39,153153.341,20150313
16.9368,16.4404,16.8191,24210.33,205833.6325,20150316
16.9466,16.2599,16.7013,23330.72,197260.9628,20150317
17.5587,16.2992,17.3115,36703.97,319771.4254,20150318
19.0418,17.8118,19.0418,54910.92,514925.2004,20150319
20.9468,19.2263,20.9468,52490.26,546280.3371,20150320
22.2044,20.7957,21.5805,46779.37,512748.9556,20150323
21.6393,19.6167,21.145,39824.47,425006.388,20150324
21.502,20.4034,20.5407,37451.28,395241.4372,20150325
20.168,18.4866,18.6769,37883.12,369330.0504,20150326
19.1184,18.2512,18.9359,17199.34,164851.7016,20150327
18.8908,17.951,18.3552,31248.55,289781.992,20150330
19.7952,18.0256,19.4499,30682.97,298922.5944,20150331
19.7148,18.8633,19.4813,17079.91,168673.6141,20150401
20.013,18.8927,19.4146,17705.84,175209.9446,20150402
20.1444,19.0732,20.1091,30905.78,311386.4131,20150403
21.4981,20.2621,20.9331,28473.51,304210.3587,20150407
21.1096,19.0301,19.5794,21658.89,219130.2839,20150408
19.2243,17.6215,18.8339,32127.31,302003.2554,20150409
19.085,18.2453,18.6377,22508.61,213942.2358,20150410
19.0065,18.1727,18.6357,16943.42,160919.9911,20150413
18.8221,17.951,18.3434,23708.62,220148.0684,20150414
19.5951,17.4213,18.7946,26669.68,252697.2523,20150415
19.4617,17.6744,19.4028,26218.31,250617.4555,20150416
19.9659,18.9339,19.187,16482.63,163278.5572,20150417
19.0301,17.8608,18.0256,20348.04,189675.314,20150420
19.8285,18.0491,19.8285,18981.89,185961.4392,20150421
21.812,20.7957,21.812,50416.13,553250.7162,20150422
23.2285,21.1881,22.8949,31312.58,354733.5598,20150423
24.5233,22.3025,23.6385,25456.58,305561.9417,20150424
26.0025,25.1118,25.2237,29740.49,391793.3109,20150427
25.3002,22.7007,22.9538,28821.21,342915.8787,20150428
25.2492,22.4829,25.2492,33293.89,408556.4053,20150429
27.6034,24.7195,25.7671,30784.95,411127.9376,20150430
26.4028,23.9387,25.2041,17593.57,227488.7176,20150504
26.4812,23.9347,25.9849,18635.9,238131.6567,20150505
28.5843,25.7906,28.1155,32191.49,462092.6487,20150506
28.6432,26.289,26.289,23872.37,335583.9322,20150507
28.9179,26.7814,28.9179,28699.94,410506.657,20150508
31.8096,27.8585,31.8096,40586.01,624101.0685,20150511
34.3522,30.9503,33.1908,30945.21,509564.1697,20150512
35.0349,30.8032,32.7239,23902.4,398273.833,20150513
34.6583,31.7586,32.1373,17140.78,288087.8375,20150514
33.9991,29.9204,33.7244,18743.46,306557.7241,20150515
37.0969,33.744,37.0969,17057.71,312605.5833,20150518
40.8067,36.0983,40.8067,26781.37,517898.4775,20150519
44.4676,40.228,40.8067,20282.78,436083.2541,20150520
44.8874,41.3953,44.8874,18188.0,403487.4837,20150521
48.4168,41.9446,42.9942,31668.38,720979.7606,20150522
40.4144,38.6958,38.6958,40380.74,807583.3379,20150525
41.8838,37.8659,41.7779,26417.09,539141.8852,20150526
42.3292,38.2563,40.0416,26907.43,549131.7283,20150527
42.8206,38.2897,39.2715,90619.95,749371.4365,20150528
42.6979,39.2813,41.2154,88650.44,740892.4464,20150529
44.583,40.2533,43.1397,91107.56,781313.2398,20150601
42.6586,39.1733,41.186,104805.17,878207.5216,20150602
41.7161,38.6186,40.106,88754.7,722068.5517,20150603
43.0023,37.1116,42.4083,104308.36,882719.2743,20150604
46.6496,43.7779,45.064,123966.49,1155916.887,20150605
43.1986,40.5576,40.5576,52814.67,442759.4708,20150608
40.9896,37.3079,37.7497,91505.26,716465.0472,20150609
39.3697,35.7812,38.594,67243.45,518792.3181,20150610
38.2897,37.0674,37.6024,53742.09,411670.9641,20150611
38.972,37.6024,37.9755,49884.48,389210.2355,20150612
37.681,34.176,34.176,79548.79,565749.4765,20150615
32.8457,30.7594,30.7594,68500.11,435431.1005,20150616
33.5378,29.4536,32.9635,75222.37,481243.2516,20150617
32.9537,29.6696,30.028,60255.01,385508.6673,20150618
31.211,27.8828,30.3765,64565.61,390627.321,20150619
32.0063,28.4767,31.9572,53607.02,337566.5767,20150623
33.528,30.3716,31.1227,57949.81,375025.1142,20150624
32.1928,28.4964,29.0167,55167.24,347077.9548,20150625
27.9711,26.1155,26.1155,48051.83,260283.2189,20150626
26.5083,23.504,23.504,54650.04,267327.9894,20150629
25.4185,21.1526,25.0356,92118.16,430414.6569,20150630
26.253,22.532,23.0229,78443.9,397298.6567,20150701
23.7936,20.7206,20.7206,76792.6,338797.0157,20150702
21.5797,18.649,18.649,93480.97,370662.0026,20150703
20.5144,16.7836,17.2304,113085.24,418425.6945,20150706
16.9358,15.5073,15.5073,50837.04,162675.7525,20150707
