high,low,price,vol,tradeAmount,date
4.9683,4.7621,4.9336,48302.65,136379.5037,20150105
5.3253,4.9336,5.2646,122331.6,366351.32,20150106
5.4379,5.2074,5.2941,55715.84,171129.3098,20150107
5.4171,5.2941,5.3339,54402.12,168404.1323,20150108
5.5367,5.3027,5.4483,92676.0,292846.6644,20150109
5.5887,5.3842,5.5263,56364.01,179954.3274,20150112
5.7723,5.5003,5.7013,114335.71,374888.8165,20150113
5.7949,5.5627,5.5713,56141.35,183649.6751,20150114
5.6684,5.5141,5.5713,36114.11,116429.4446,20150115
5.5973,5.4067,5.5627,58583.65,186598.1703,20150116
5.7186,5.372,5.5401,74735.89,240908.7474,20150119
5.7862,5.4587,5.7325,85081.87,278985.4666,20150120
6.0999,5.7533,6.0236,122813.07,425403.4855,20150121
6.0669,5.9075,6.0219,61288.12,212476.3783,20150122
6.0288,5.7186,5.7793,71513.26,241556.0689,20150123
6.0947,5.7793,6.0392,61866.08,214384.9914,20150126
6.183,5.9266,6.1311,55577.57,195262.1926,20150127
6.1311,5.9803,6.015,46351.36,161922.4941,20150128
5.9786,5.8226,5.8919,37108.93,126667.1069,20150129
5.9439,5.8018,5.8053,32303.5,109156.2445,20150130
5.937,5.7186,5.8902,27585.77,93539.2294,20150202
6.0583,5.9387,6.0219,37871.1,131675.8111,20150203
6.0947,5.911,5.9248,35243.18,122124.9131,20150204
5.9612,5.6458,5.658,66523.57,221073.0576,20150205
5.8035,5.6181,5.7186,40639.52,134078.1705,20150206
5.8035,5.632,5.6528,33080.09,109080.0154,20150209
5.8122,5.6684,5.8053,45945.35,152288.4653,20150210
5.8399,5.7377,5.833,39081.6,130909.1427,20150211
6.0825,5.8884,6.0132,46808.03,162751.9733,20150212
6.0739,5.9976,6.008,43583.7,151960.3511,20150213
6.4984,6.008,6.4499,84711.67,310368.6107,20150216
6.6509,6.3806,6.462,45826.79,171966.8434,20150217
6.6197,6.2853,6.4828,49618.68,185918.6625,20150225
6.4638,6.3269,6.4118,29913.9,110315.2542,20150226
6.6995,6.4984,6.5868,43830.4,167124.5985,20150227
6.7202,6.5088,6.5418,49494.72,187563.6775,20150302
6.8104,6.5418,6.5851,77475.92,300445.9985,20150303
6.793,6.5678,6.7029,54660.63,210792.414,20150304
6.8623,6.6544,6.7081,59208.53,230479.5795,20150305
6.774,6.4984,6.5296,51653.59,195864.6583,20150306
6.7584,6.391,6.7462,94099.97,357625.4425,20150309
6.9663,6.5591,6.8675,140773.4,551510.4736,20150310
7.1899,6.8138,7.0114,110817.23,446859.312,20150311
7.1535,6.5678,6.9178,104830.77,410004.4712,20150312
6.9455,6.5678,6.7757,99106.81,382394.0406,20150313
6.8034,6.5522,6.7774,143432.54,554291.0683,20150316
6.8017,6.6527,6.7202,101723.55,393895.1033,20150317
6.7566,6.6163,6.7324,95435.51,368000.6807,20150318
6.7306,6.6301,6.6787,94751.95,364423.1112,20150319
6.741,6.6145,6.7116,79493.88,306743.5895,20150320
7.0183,6.7376,6.9351,133957.24,532608.2514,20150323
