high,low,price,vol,tradeAmount,date
16.1644,16.1644,16.1644,541.79,1735.8952,20150526
17.7789,17.7789,17.7789,373.63,1316.6721,20150527
19.5547,19.5547,19.5547,1313.4,5090.7384,20150528
21.5122,21.5122,21.5122,782.63,3337.1343,20150529
23.6614,23.6614,23.6614,342.84,1607.9196,20150601
26.0276,26.0276,26.0276,178.95,923.2031,20150602
28.6308,28.6308,28.6308,437.82,2484.6285,20150603
31.4964,31.4964,31.4964,876.25,5470.4288,20150604
34.6446,34.6446,34.6446,1073.58,7372.2739,20150605
38.1105,38.1105,38.1105,1211.37,9150.689,20150608
41.9196,41.9196,41.9196,4102.6,34088.5034,20150609
46.112,46.112,46.112,2426.69,22179.9466,20150610
50.7232,50.7232,50.7232,2352.4,23651.0296,20150611
55.7936,55.7936,55.7936,1375.68,15213.6451,20150612
61.3734,61.3734,61.3734,16770.95,204018.6068,20150615
67.5133,66.03,67.5133,357882.77,4786147.5504,20150616
70.3789,63.6084,65.5861,343010.81,4575031.9503,20150617
70.0661,65.3338,65.8888,242261.27,3247657.1495,20150618
63.0635,59.2999,59.2999,159840.69,1895623.4187,20150619
56.7521,53.3719,53.3719,185438.41,1993394.8058,20150623
56.2527,52.0299,53.9824,154904.74,1661184.4807,20150624
55.2436,51.1773,51.2328,129099.31,1360099.4597,20150625
49.3409,46.112,46.112,118729.97,1100788.8428,20150626
44.3866,41.5008,41.5008,188369.94,1559654.1254,20150629
45.6529,38.8522,45.6529,167635.72,1413892.229,20150630
47.9232,41.0871,41.0871,223079.97,1999967.6535,20150701
40.0579,36.9804,36.9804,162512.86,1227515.8246,20150702
38.6453,33.2975,34.1602,192626.06,1357535.7315,20150703
37.5758,32.1876,35.3105,307874.14,2200926.1918,20150706
34.241,31.779,31.779,90837.47,587526.5408,20150707
28.6006,28.6006,28.6006,30885.0,175087.065,20150708
31.4555,26.2761,31.4555,199617.96,1168972.0715,20150709
34.6036,33.0826,34.6036,45908.9,312201.584,20150710
38.065,36.6349,38.065,144280.92,1069883.2041,20150713
41.8699,40.1721,41.8699,258255.08,2113958.1537,20150714
41.4354,37.6809,37.8982,207135.99,1585892.266,20150715
41.688,35.9376,40.6522,200655.52,1590345.5495,20150716
44.1135,39.3636,42.7492,199628.58,1652758.5365,20150717
43.9619,41.4354,42.5875,161804.21,1371446.461,20150720
43.4566,40.7684,41.9811,89945.69,749831.7452,20150721
43.6234,41.0311,43.204,100216.21,842043.8808,20150722
45.2505,43.1736,44.5127,123466.66,1078513.9345,20150723
44.8715,42.3601,42.5471,117479.41,1021856.3626,20150724
41.5263,38.2924,38.2924,122766.19,970200.2546,20150727
37.8932,34.4621,34.4621,170296.91,1183970.843,20150728
35.6951,31.7334,35.3717,127162.43,861670.2721,20150729
36.5238,33.8557,33.9063,135488.06,957343.151,20150730
33.598,31.3342,32.163,97538.45,627238.2222,20150731
32.0821,29.313,31.6223,81166.7,499775.6269,20150803
34.7855,32.36,34.7855,87874.45,585656.1883,20150804
36.5137,34.4621,35.3211,119228.28,841200.5105,20150805
38.4136,34.452,36.5844,109763.16,801912.4608,20150806
38.3025,36.1296,38.1509,116118.63,858005.6646,20150807
40.7583,37.9134,39.9093,123318.75,967613.5402,20150810
40.1115,38.9088,39.1211,88686.56,692753.2637,20150811
38.8735,37.211,37.2969,73904.65,558026.2231,20150812
38.1559,35.4323,38.1458,78795.81,578152.9629,20150813
40.7684,37.9538,39.5152,107740.13,845576.0909,20150814
39.3131,38.2014,39.2221,73796.44,566770.4515,20150817
39.8538,35.3009,35.3009,115516.44,861576.6787,20150818
36.4732,32.6026,36.0387,100881.12,686822.4831,20150819
39.0705,34.7653,35.1594,110408.71,802473.3141,20150820
34.2853,32.6986,32.8957,88379.0,583760.5955,20150821
31.5818,29.6061,29.6061,57903.54,343591.2662,20150824
28.1356,26.645,26.645,97182.57,520376.393,20150825
28.8026,25.4322,25.7607,116804.05,632255.3061,20150826
28.3378,26.5338,28.3378,130371.78,717763.0702,20150827
30.6723,27.8325,30.3691,145719.87,833928.6741,20150828
29.8436,28.2013,28.3125,82170.58,474746.5133,20150831
28.4691,25.7102,25.8415,78392.21,415013.9011,20150901
27.4787,23.7495,24.7096,103283.09,517968.7868,20150902
27.1806,25.3665,26.4277,110754.5,585163.3408,20150907
28.4085,25.7859,28.0952,92701.03,493536.6743,20150908
30.0861,27.691,29.2776,122733.5,706202.4623,20150909
29.0856,28.2468,28.4136,65906.12,373696.9627,20150910
30.4651,28.3479,29.308,93483.77,547550.637,20150911
30.7632,26.4782,26.6803,110476.29,632181.7217,20150914
27.2362,25.2048,25.5485,76912.13,397571.573,20150915
28.1053,25.7405,28.1053,76221.96,405080.663,20150916
30.9148,28.6308,29.6566,155082.89,920752.9575,20150917
31.3191,29.4444,30.8138,102919.72,621081.8799,20150918
32.072,29.8082,31.9255,95611.69,590922.7691,20150921
32.0013,30.7835,31.3039,87493.46,543966.1803,20150922
32.7845,30.5813,32.1882,116857.72,744995.8388,20150923
35.407,31.7638,35.407,159661.59,1085595.2394,20150924
35.6243,31.976,32.3095,128605.56,852934.7889,20150925
35.5233,31.6981,35.2554,110424.45,744799.3963,20150928
38.7825,38.7825,38.7825,581.89,4466.0058,20151026
42.6633,42.6633,42.6633,849.63,7173.4261,20151027
46.9281,46.9281,46.9281,6226.25,57823.1838,20151028
51.491,46.8877,48.914,303446.7,2952837.2749,20151029
48.0549,45.4678,46.6401,150603.83,1396530.7566,20151030
50.0762,44.4773,46.4885,147582.28,1383157.7723,20151102
50.531,46.5794,49.9751,164754.3,1592111.1526,20151103
51.7184,48.8938,50.8341,153179.6,1533899.5167,20151104
55.9176,49.773,55.9176,220150.0,2354518.5748,20151105
61.5063,55.9226,60.6371,183522.61,2111411.615,20151106
62.1531,57.5649,59.3486,137036.61,1610823.3118,20151109
63.1586,58.6867,60.0207,127363.72,1530848.5383,20151110
60.5361,57.3627,57.8579,123795.16,1428041.1893,20151111
60.3239,56.9383,57.3425,119861.5,1396633.6609,20151112
56.534,51.8296,53.0828,146285.75,1560932.2723,20151113
55.8569,51.5163,55.5841,100555.69,1084995.791,20151116
56.8979,52.2844,52.3299,113087.51,1211877.7472,20151117
53.3102,51.2839,51.7386,69245.38,715408.8665,20151118
53.5022,51.7993,53.2849,76975.6,803060.5888,20151119
58.6159,52.8048,58.6159,118563.36,1306618.6023,20151120
61.1425,55.5841,56.8928,109727.44,1265393.7272,20151123
56.8372,54.1187,55.6346,74002.22,814959.6295,20151124
58.1308,55.6396,56.0439,68101.04,766323.2103,20151125
56.3925,53.3102,54.5734,98678.05,1062894.7104,20151126
56.1449,50.531,50.9756,87291.71,917395.7126,20151127
51.7892,46.4885,50.152,80332.03,791599.5654,20151130
51.0312,48.1055,48.535,70215.53,687067.9806,20151201
