high,low,price,vol,tradeAmount,date
25.7298,21.4415,25.7298,20680.78,58507.111,20150626
28.3046,26.4551,28.3046,3148229.59,9785779.231,20150629
31.1333,26.4551,31.1333,5211003.33,16911142.814,20150630
33.8169,30.8522,31.5684,5293590.13,19065215.948,20150701
32.5295,28.4225,28.4859,3553934.87,11791880.492,20150702
30.1904,25.6664,26.8359,3310843.3,9997439.85,20150703
29.5195,27.0172,28.9665,4294130.48,13615750.546,20150706
28.0145,26.0743,26.0743,2815863.05,8250119.218,20150707
23.4633,23.4633,23.4633,423570.0,1096199.16,20150708
25.8114,21.1151,25.8114,3889723.28,10128114.063,20150709
28.3953,25.8114,28.3953,3679482.3,11304574.713,20150710
30.8069,27.5431,29.7552,4489244.15,14484165.687,20150713
29.2384,27.1532,27.5431,3427756.97,10652793.048,20150714
27.5431,24.7869,24.7869,2456028.14,6978577.279,20150715
26.0653,23.3001,25.0589,1680207.29,4611822.761,20150716
27.0898,24.7779,26.6183,1940514.15,5551298.862,20150717
26.5277,25.3853,25.7208,1694538.53,4847215.788,20150720
26.8178,24.9411,26.029,1750595.49,5019340.224,20150721
26.7452,25.8296,25.9655,1471207.63,4251913.585,20150722
27.1804,25.8477,26.8268,2149727.26,6320928.25,20150723
27.0716,25.5394,25.757,1853256.62,5390726.055,20150724
25.3581,23.1822,23.1822,1703243.34,4578846.598,20150727
25.5032,21.2874,25.1315,3160813.36,8465604.67,20150728
25.1768,23.7534,25.1043,1287073.89,3480672.514,20150729
25.485,24.0254,24.1704,1278255.39,3511815.92,20150730
24.5966,23.3908,23.9166,854186.95,2258887.521,20150731
23.9801,22.8286,23.7715,788053.48,2034841.245,20150803
24.7235,23.4905,24.5875,1072860.61,2865471.629,20150804
24.4787,23.7353,23.7715,731822.69,1947307.132,20150805
24.0707,23.1913,23.3636,506076.88,1313193.227,20150806
24.0163,23.3545,23.6537,732215.38,1913697.246,20150807
25.4578,23.4633,24.9683,1953645.17,5287095.756,20150810
