high,low,price,vol,tradeAmount,date
12.1731,11.5681,12.0639,66838.38,175185.9766,20150105
12.8691,11.9729,12.7553,121988.6,335814.6718,20150106
12.8736,12.5142,12.5324,74383.95,206501.1247,20150107
12.7144,12.4187,12.446,56093.09,155278.4242,20150108
12.7008,12.3505,12.4324,60712.02,167209.8036,20150109
12.7599,12.2868,12.628,62279.92,172465.8537,20150112
12.8736,12.5097,12.6871,56757.01,158523.0067,20150113
12.9555,12.4597,12.5597,50748.05,141779.0575,20150114
12.2686,11.8319,12.123,100308.4,266247.424,20150115
12.2686,11.9183,12.2049,63829.02,169933.2687,20150116
12.7417,11.9456,12.2368,111585.61,305216.1798,20150119
12.6507,12.2368,12.6143,97733.14,268985.4366,20150120
12.8827,12.6462,12.7781,113679.22,318950.8567,20150121
12.7462,12.355,12.5734,298793.33,820395.8415,20150122
13.3285,12.3823,13.0237,298735.48,847125.7407,20150123
13.3194,12.9373,13.142,177001.77,510624.9165,20150126
13.2375,12.7917,13.0101,127954.21,365406.9515,20150127
13.051,12.7508,12.8509,81120.74,230007.8556,20150128
12.9555,12.7189,12.819,63014.67,178115.8801,20150129
12.9964,12.6598,12.7371,76171.58,214584.0819,20150130
12.8736,12.6143,12.7781,66176.36,185955.504,20150202
13.0647,12.8372,12.9191,91489.78,260623.3484,20150203
13.3194,12.9191,13.0965,126927.3,366619.5188,20150204
13.2603,13.0146,13.0374,111210.76,321184.6213,20150205
13.1466,12.5552,12.6917,75935.05,214116.1731,20150206
13.1875,12.6007,13.1011,105883.99,304131.0193,20150209
13.1466,12.9009,13.092,60108.15,172011.612,20150210
13.283,13.0783,13.2739,104000.32,301806.5519,20150211
14.0382,13.3285,13.9335,219473.32,661958.0509,20150212
14.4567,13.9335,14.3111,251718.84,787089.4886,20150213
14.7023,14.0791,14.5704,165460.43,523508.2381,20150216
14.6841,14.1109,14.1473,114126.0,360433.809,20150217
14.3702,13.9426,14.1018,85161.21,264866.8316,20150225
15.3574,14.0018,14.9889,155246.82,508326.5268,20150226
15.6257,14.8297,14.9752,155343.71,519007.9927,20150227
15.3028,14.3247,15.0753,158037.84,513251.6879,20150302
16.0215,14.8752,15.6621,210367.09,723086.062,20150303
16.3172,15.4802,15.7304,147746.38,514187.8426,20150304
16.0443,15.2391,15.5575,115164.74,393103.4163,20150305
15.8259,14.8342,14.8342,129435.26,432636.0567,20150306
15.3073,14.6159,15.2755,87330.69,288371.6434,20150309
15.5803,15.1708,15.4711,77636.1,262811.2462,20150310
15.603,14.7842,14.8615,99493.74,328052.8805,20150311
15.0526,14.1837,14.6113,112176.19,359362.5432,20150312
15.1845,14.3884,15.1163,114866.46,375046.1176,20150313
15.6667,15.1254,15.5439,188228.37,636228.572,20150316
15.8668,15.0935,15.462,159248.74,541742.9258,20150317
16.9995,15.421,16.6902,248648.64,888680.7775,20150318
17.2315,16.4719,17.0587,192191.29,710609.9507,20150319
18.1732,16.8813,18.1277,216169.31,827283.8448,20150320
19.9245,17.6318,19.133,274295.65,1119888.8898,20150323
19.6516,18.1959,19.0875,215575.88,901645.3063,20150324
19.6197,17.741,19.1694,158124.76,659234.1485,20150325
18.992,17.8775,18.0367,162686.39,658243.5764,20150326
18.7327,17.7956,18.6918,126498.65,508621.2957,20150327
19.083,18.0413,18.3415,109902.35,443076.0798,20150330
19.083,18.205,18.6508,114219.14,471093.1836,20150331
19.5379,18.6144,19.3787,129489.97,548087.6901,20150401
20.1975,19.3377,19.7881,143332.73,622030.8118,20150402
21.2255,19.4105,20.8662,175630.09,789518.3944,20150403
21.6941,20.243,20.7433,151025.73,689938.6563,20150407
20.8798,19.2695,19.738,178913.97,778106.2936,20150408
19.3418,18.1545,19.1669,163829.75,674751.0178,20150409
20.3174,19.1669,20.2023,157039.77,678704.5852,20150410
20.4278,19.4706,19.558,152145.25,652281.4733,20150413
19.8572,19.0518,19.0564,144789.63,611103.4521,20150414
19.0518,18.2235,18.3155,118839.61,479260.6795,20150415
19.0518,18.2051,18.8632,128232.37,523073.5035,20150416
19.6869,18.6423,18.9,140550.42,585374.6232,20150417
20.1931,18.4628,20.0044,239212.82,1006272.5051,20150420
21.4448,19.6961,21.1135,229598.77,1028857.0952,20150421
21.4586,20.6211,20.9524,230124.6,1047662.2285,20150422
22.1903,20.5474,21.9786,260441.03,1201388.0353,20150423
21.5691,20.0642,20.5244,321072.15,1445150.5911,20150424
20.4876,19.6961,20.345,216175.17,945018.0382,20150427
20.483,18.7757,18.9506,187207.27,791162.3713,20150428
19.4522,18.4444,19.0748,116530.01,485133.7104,20150429
19.7743,18.9598,19.0794,105889.52,444117.4114,20150430
19.4614,18.8678,19.1899,86155.13,358590.7857,20150504
19.3141,18.4122,18.5226,86677.79,353896.2719,20150505
19.3832,18.5088,18.6699,108554.46,448397.5987,20150506
18.9644,18.2603,18.6653,73926.45,300658.3921,20150507
19.4384,18.7711,19.4246,106673.0,444427.0908,20150508
19.9722,19.061,19.8434,210057.54,892990.8541,20150511
20.2023,19.3832,19.6915,174475.06,746839.8905,20150512
19.7237,18.8678,19.3003,168643.18,704109.6406,20150513
20.3081,19.1025,20.1701,223495.0,962594.3566,20150514
21.0076,19.8848,20.3818,222294.29,989097.2659,20150515
21.2147,20.2621,20.3956,194799.35,876907.6076,20150518
20.8006,19.7927,20.4094,171749.35,755591.9174,20150519
21.6243,20.5705,21.3068,274874.99,1255332.7417,20150520
23.4374,21.4448,23.0969,291510.71,1434770.7017,20150521
23.6997,22.0339,22.3376,232865.09,1142669.5907,20150522
22.1811,21.1687,21.7485,188593.48,886404.2585,20150525
22.5493,21.813,22.1581,189324.74,909815.2406,20150526
23.9989,21.454,23.396,266359.87,1306102.8717,20150527
