date,open,high,low,close,vol,tradeAmount
20190102,2374.681,2376.980,2351.197,2356.272,355917250,2645383200.000
20190103,2358.562,2376.382,2340.945,2342.797,390778710,2905416800.000
20190104,2317.988,2387.774,2309.997,2387.774,531466180,3706884300.000
20190107,2401.041,2435.534,2399.749,2432.919,613509140,4209882100.000
20190108,2430.270,2442.933,2425.116,2437.184,564799930,3707351600.000
20190109,2442.073,2477.871,2442.073,2450.146,741941010,5039775800.000
20190110,2451.114,2462.618,2439.898,2445.821,760160410,5152147500.000
20190111,2441.464,2464.040,2434.967,2464.040,670868980,4622983200.000
20190114,2464.402,2472.779,2454.904,2461.344,628960180,4146817700.000
20190115,2456.751,2485.543,2455.638,2485.474,761484330,4998956100.000
20190116,2480.588,2488.067,2468.492,2472.322,677990700,4539169600.000
20190117,2470.531,2470.531,2435.277,2439.243,589161520,3766205300.000
20190118,2438.063,2454.141,2430.686,2453.282,709319380,4792376300.000
20190121,2457.168,2478.080,2457.168,2476.298,699497520,5196106000.000
20190122,2476.287,2488.508,2460.973,2468.880,624655070,3863633600.000
20190123,2459.213,2481.741,2456.077,2480.080,638741340,4631251100.000
20190124,2477.687,2485.505,2469.764,2477.936,554304950,4152148600.000
20190125,2477.501,2478.101,2447.616,2447.616,470430790,4315230300.000
20190128,2450.392,2457.653,2409.685,2410.443,456337520,3311096800.000
20190129,2401.232,2401.232,2330.794,2361.163,420738660,3235069700.000
20190130,2351.101,2363.735,2332.866,2333.417,328019770,2595450100.000
20190131,2329.432,2342.243,2281.093,2289.481,388693270,3082871200.000
20190201,2295.344,2348.735,2295.344,2348.735,691164920,3947528100.000
20190211,2356.463,2401.830,2356.463,2401.830,646330020,4097836900.000
20190212,2404.868,2444.201,2400.969,2444.094,661634150,4730394900.000
20190213,2454.873,2492.190,2447.886,2489.910,819525490,5641528700.000
20190214,2497.950,2522.366,2491.339,2516.539,722839550,5330167700.000
20190215,2525.848,2535.940,2515.972,2520.935,965485780,6387349100.000
20190218,2542.409,2609.298,2542.409,2609.298,1183418230,8204618700.000
20190219,2620.052,2632.256,2592.080,2629.907,1251042490,8886698800.000
20190220,2629.109,2634.648,2602.445,2627.894,1104443880,7509946800.000
20190221,2625.245,2660.704,2605.080,2612.264,1170902610,8263658600.000
20190222,2609.554,2655.784,2607.850,2655.784,1160523740,8299933800.000
20190225,2675.152,2777.954,2673.477,2777.548,1746495500,13141915100.000
20190226,2778.422,2814.583,2746.698,2765.556,1806057000,13850537000.000
20190227,2759.051,2803.345,2740.254,2766.289,1474692700,10820687100.000
20190228,2773.049,2810.116,2773.049,2795.510,1140197170,8218910200.000
20190301,2808.275,2824.577,2787.125,2824.095,1132654240,8133035300.000
20190304,2843.943,2906.032,2841.651,2871.423,1571428500,12035897100.000
20190305,2868.414,2944.942,2855.954,2944.942,1533346500,11566105700.000
20190306,2955.135,3017.367,2928.185,3017.367,2067193000,16228071000.000
20190307,3006.225,3090.343,2995.016,3064.477,2011810800,16764729000.000
20190308,3002.458,3037.460,2906.058,2907.041,1600184300,12845521500.000
20190311,2916.132,3015.980,2914.893,3015.980,1217835530,9773688300.000
20190312,3036.569,3085.279,3011.545,3060.244,1809986700,14440068000.000
20190313,3060.570,3074.218,2994.507,3011.718,1461848500,11838547500.000
20190314,2992.952,3010.554,2903.401,2930.268,1176965300,9535453900.000
