date,ttm
20110104,24.2952
20110105,24.5087
20110106,24.7696
20110107,24.3348
20110110,23.2279
20110111,22.9828
20110112,22.7536
20110113,22.2555
20110114,21.4174
20110117,20.9431
20110118,21.6151
20110119,22.0025
20110120,20.8245
20110121,21.1644
20110124,22.0578
20110125,21.623
20110126,22.3345
20110127,22.9433
20110128,23.4335
20110131,23.5916
20110201,23.5679
20110209,23.5283
20110210,23.7576
20110211,24.6668
20110214,26.6987
20110215,26.8093
20110216,27.2046
20110217,27.007
20110218,26.501
20110221,26.7066
20110222,25.9792
20110223,25.0463
20110224,25.5128
20110225,27.1019
20110228,27.3628
20110301,28.0743
20110302,27.347
20110303,27.6237
20110304,28.4459
20110307,29.7188
20110308,29.1653
20110309,29.45
20110310,28.9993
20110311,28.2245
20110314,28.3194
20110315,27.0861
20110316,28.438
20110317,27.9241
20110318,28.185
20110321,28.5882
20110322,29.948
20110323,30.6675
20110324,31.4028
20110325,31.8376
20110328,30.9837
20110329,22.3659
20110330,23.4708
20110331,23.196
20110401,23.1273
20110406,23.3735
20110407,24.5184
20110408,24.255
20110411,23.8944
20110412,23.7341
20110413,23.8257
20110414,22.9842
20110415,22.9842
20110418,22.6064
20110419,18.0803
20110420,18.0338
20110421,18.6059
20110422,18.6059
20110425,18.0849
20110426,18.1826
20110427,18.3221
20110428,17.2151
20110429,17.5733
20110503,17.9779
20110504,17.5733
20110505,17.1407
20110506,17.2849
20110509,17.3825
20110510,17.457
20110511,17.7779
20110512,17.5872
20110513,17.0569
20110516,16.322
20110517,16.3453
20110518,16.6709
20110519,16.2848
20110520,15.9266
20110523,15.8197
20110524,16.2615
20110525,15.9871
20110526,16.015
20110527,16.3453
20110530,16.6337
20110531,16.6337
20110601,17.0523
20110602,16.9779
20110603,17.3081
20110607,16.8523
20110608,16.6616
20110609,16.229
20110610,16.3267
20110613,16.3127
20110614,17.7872
20110615,17.3035
20110616,17.4151
20110617,17.5198
20110620,17.5965
20110621,18.3501
20110622,18.4129
20110623,19.2501
20110624,19.0338
20110627,19.0548
20110628,19.3897
20110629,18.9292
20110630,19.3687
20110701,19.3199
20110704,19.7664
20110705,19.7943
20110706,19.8432
20110707,19.3408
20110708,19.0129
20110711,19.278
20110712,19.1524
20110713,19.7664
20110714,19.9478
20110715,20.0385
20110718,19.5222
20110719,18.992
20110720,19.1524
20110721,18.8733
20110722,19.1175
20110725,18.4687
20110726,18.064
20110727,18.2733
20110728,17.6035
20110729,17.4221
20110801,17.5756
20110802,17.436
20110803,17.8198
20110804,18.2733
20110805,18.05
20110808,17.1918
20110809,17.3802
20110810,17.8198
20110811,17.5616
20110812,17.3593
20110815,17.7849
20110816,13.1655
20110817,13.0428
20110818,12.2353
20110819,11.7038
20110822,11.1161
20110823,11.4534
20110824,11.2438
20110825,11.6118
20110826,11.5198
20110829,11.1365
20110830,11.1416
20110831,11.3409
20110901,11.3409
20110902,11.1978
20110905,10.0786
20110906,9.5521
20110907,9.7719
20110908,9.5164
20110909,9.2199
20110913,9.3426
20110914,9.0819
20110915,9.0768
20110916,9.0513
20110919,8.7651
20110920,8.8877
20110921,9.4755
20110922,9.1433
20110923,9.3324
20110926,9.2608
20110927,9.4141
20110928,9.3835
20110929,9.0206
20110930,8.7906
20111010,8.806
20111011,8.9133
20111012,9.317
20111013,9.8537
20111014,9.8026
20111017,9.9099
20111018,9.3733
20111019,9.4039
20111020,9.0513
20111021,9.0768
20111024,9.5317
20111025,9.7872
20111026,8.5897
20111027,8.7873
20111028,8.9981
20111031,8.8531
20111101,8.7785
20111102,8.8268
20111103,8.7565
20111104,8.7302
20111107,8.5238
20111108,8.4667
20111109,8.5809
20111110,8.212
20111111,8.0583
20111114,8.2383
20111115,8.1198
20111116,7.8343
20111117,7.8036
20111118,7.6191
20111121,7.5621
20111122,7.5708
20111123,7.4215
20111124,7.4127
20111125,7.4523
20111128,7.4259
20111129,7.5577
20111130,7.158
20111201,7.4567
20111202,7.3996
20111205,7.2239
20111206,7.2854
20111207,7.3381
20111208,7.4918
20111209,7.4654
20111212,7.2459
20111213,6.9209
20111214,6.6882
20111215,6.5301
20111216,6.6706
20111219,6.6355
20111220,6.7145
20111221,6.5959
20111222,6.6969
20111223,6.9165
20111226,6.7979
20111227,6.6355
20111228,6.6969
20111229,6.7628
20111230,6.8726
20120104,6.7101
20120105,6.552
20120106,6.4642
20120109,6.8287
20120110,7.2854
20120111,7.1932
20120112,7.2503
20120113,6.9165
20120116,6.7101
20120117,7.2151
20120118,7.3864
20120119,7.5313
20120120,7.8124
20120130,7.6323
20120131,7.6279
20120201,7.2634
20120202,7.4215
20120203,7.3425
20120206,7.4962
20120207,7.2547
20120208,7.5313
20120209,7.6411
20120210,7.6894
20120213,7.5752
20120214,7.5094
20120215,7.6016
20120216,7.5313
20120217,7.4874
20120220,7.5577
20120221,7.6191
20120222,7.7685
20120223,7.7465
20120224,8.0275
20120227,8.0319
20120228,8.1154
20120229,7.8782
20120301,7.808
20120302,8.0056
20120305,7.8958
20120306,7.5489
20120307,7.404
20120308,7.5269
20120309,7.6499
20120312,7.5445
20120313,7.5928
20120314,7.3425
20120315,7.0351
20120316,7.079
20120319,7.1537
20120320,6.978
20120321,6.9868
20120322,7.0131
20120323,6.9033
20120326,6.9033
20120327,7.3204
20120328,7.0826
20120329,7.0963
20120330,7.2152
20120405,7.7227
20120406,7.7182
20120409,7.6724
20120410,7.7913
20120411,7.8005
20120412,7.8965
20120413,7.9422
20120416,7.837
20120417,7.5901
20120418,7.8416
20120419,7.9148
20120420,8.8498
20120423,8.8997
20120424,8.8049
20120425,8.8548
20120426,8.8049
20120427,8.7151
20120502,8.8299
20120503,8.6104
20120504,8.5555
20120507,8.4507
20120508,8.4956
20120509,8.2213
20120510,8.1265
20120511,8.1215
20120514,8.1664
20120515,8.2262
20120516,8.0267
20120517,8.1065
20120518,8.0317
20120521,8.0467
20120522,8.316
20120523,8.326
20120524,8.4108
20120525,8.4258
20120528,8.9147
20120529,8.8498
20120530,8.9396
20120531,8.9396
20120601,8.6403
20120604,8.2612
20120605,8.2412
20120606,8.2262
20120607,8.2711
20120608,8.0417
20120611,8.1814
20120612,8.0467
20120613,8.2113
20120614,7.917
20120615,7.9718
20120618,8.0866
20120619,8.0566
20120620,7.9968
20120621,7.8521
20120625,7.453
20120626,7.443
20120627,7.3832
20120628,7.2834
20120629,7.3931
20120702,7.3233
20120703,7.3632
20120704,7.3782
20120705,7.1038
20120706,7.2684
20120709,6.9841
20120710,7.0489
20120711,7.2485
20120712,7.3333
20120713,7.4181
20120716,7.3482
20120717,7.5578
20120718,7.4331
20120719,7.453
20120720,7.2784
20120723,7.0988
20120724,7.1587
20120725,7.1387
20120726,7.0888
20120727,7.1836
20120730,7.2185
20120731,7.2086
20120801,7.453
20120802,7.3931
20120803,7.478
20120806,7.5478
20120807,7.5129
20120808,7.5029
20120809,7.5628
20120810,7.5079
20120813,7.1836
20120814,7.0888
20120815,8.9389
20120816,8.8953
20120817,8.9202
20120820,8.7459
20120821,8.8704
20120822,8.8206
20120823,8.8891
20120824,8.7522
20120827,8.5156
20120828,8.4036
20120829,8.2728
20120830,8.1172
20120831,8.0923
20120903,8.2977
20120904,8.304
20120905,8.3289
20120906,8.5281
20120907,9.3809
20120910,9.6236
20120911,9.3249
20120912,9.5054
20120913,9.3249
20120914,9.5178
20120917,9.3435
20120918,9.107
20120919,9.2253
20120920,9.0945
20120921,9.163
20120924,9.5054
20120925,9.6361
20120926,9.4742
20120927,9.7793
20120928,9.9473
20121008,9.717
20121009,10.0034
20121010,9.9598
20121011,10.0718
20121012,9.9536
20121015,9.9536
20121016,9.9038
20121017,10.0469
20121018,10.3022
20121019,10.5076
20121022,10.5263
20121023,10.1092
20121024,10.103
20121025,13.1875
20121026,12.9336
20121029,13.1547
20121030,13.253
20121031,13.4987
20121101,13.9493
20121102,13.9493
20121105,13.9083
20121106,13.7445
20121107,13.5151
20121108,13.3595
20121109,13.4005
20121112,12.8189
20121113,12.7206
20121114,12.8435
20121115,12.696
20121116,12.7616
20121119,13.081
20121120,13.1302
20121121,13.3431
20121122,13.1711
20121123,13.1957
20121126,12.9745
20121127,12.7779
20121128,12.8435
20121129,12.868
20121130,13.4987
20121203,13.5233
20121204,13.6052
20121205,14.2687
20121206,14.2687
20121207,14.4981
20121210,14.5144
20121211,14.5226
20121212,14.6946
20121213,14.6783
20121214,15.3663
20121217,15.4236
20121218,15.268
20121219,15.1697
20121220,14.9895
20121221,14.9158
20121224,15.0305
20121225,15.1697
20121226,15.3417
20121227,14.8912
20121228,15.0305
20121231,15.1124
20130104,15.4728
20130107,15.8168
20130108,15.4646
20130109,15.2598
20130110,15.2189
20130111,14.6127
20130114,15.0059
20130115,14.9486
20130116,14.7274
20130117,14.8666
20130118,14.9895
20130121,15.3253
20130122,15.5547
20130123,15.4236
20130124,15.4564
20130125,15.7349
20130128,16.7506
20130129,16.8325
20130130,16.767
20130131,16.4066
20130201,17.0209
20130204,17.283
20130205,17.6106
20130206,17.5287
20130207,17.3649
20130208,17.4304
20130218,17.4796
20130219,16.1526
20130220,16.21
20130221,15.3335
20130222,15.1369
20130225,15.2598
20130226,14.8093
20130227,14.9404
20130228,15.8823
20130301,16.2755
20130304,14.6455
20130305,14.8011
20130306,14.9731
20130307,14.883
20130308,14.7929
20130311,14.5963
20130312,14.7602
20130313,14.3015
20130314,14.1049
20130315,13.7772
20130318,13.3595
20130319,13.9165
20130320,14.4735
20130321,14.4161
20130322,14.6291
20130325,14.9714
20130326,14.9462
20130327,14.8706
20130328,14.2825
20130329,14.3245
20130401,14.5345
20130402,15.089
20130403,15.0974
20130408,15.3663
20130409,15.6435
20130410,15.4419
20130411,15.8368
20130412,15.6435
20130415,15.5847
20130416,15.8536
20130417,16.0048
20130418,15.8032
20130419,16.1812
20130422,16.156
20130423,15.9052
20130424,16.0897
20130425,15.4834
20130426,15.4746
20130502,15.3428
20130503,15.5801
20130506,15.7997
20130507,16.1512
20130508,16.0546
20130509,15.4395
20130510,15.457
20130513,15.3516
20130514,14.9474
20130515,14.9034
20130516,15.1495
20130517,15.5537
20130520,15.4834
20130521,15.4922
20130522,15.7207
20130523,15.211
20130524,15.0352
20130527,14.8595
20130528,15.3516
20130529,15.2637
20130530,14.9913
20130531,14.8507
20130603,14.8946
20130604,14.5959
20130605,14.4553
20130606,14.3059
20130607,13.8841
20130613,12.935
20130614,12.7066
20130617,12.4781
20130618,12.3287
20130619,12.4254
20130620,11.8103
20130621,11.9333
20130624,11.2479
20130625,11.2918
20130626,11.16
20130627,11.3885
20130628,11.7575
20130701,11.5642
20130702,11.5291
20130703,11.4236
20130704,11.5818
20130705,11.8981
20130708,11.6345
20130709,11.5203
20130710,11.7663
20130711,12.6363
20130712,12.5308
20130715,12.3727
20130716,12.2496
20130717,12.6451
20130718,12.5484
20130719,12.1354
20130722,12.1618
20130723,12.4869
20130724,12.443
20130725,12.8208
20130726,13.2162
20130729,12.3814
20130730,12.5133
20130731,12.7066
20130801,13.0229
20130802,13.2514
20130805,13.515
20130806,13.4799
20130807,13.5414
20130808,13.3481
20130809,13.6468
20130812,14.2707
20130813,14.5959
20130814,14.3498
20130815,14.2092
20130816,13.022
20130819,13.441
20130820,13.2521
20130821,12.9892
20130822,12.9727
20130823,13.0713
20130826,13.3917
20130827,13.2028
20130828,12.8824
20130829,12.4305
20130830,12.4387
20130902,12.8906
20130903,13.096
20130904,13.096
20130905,12.9809
20130906,12.9892
20130909,13.3178
20130910,13.4985
20130911,13.9093
20130912,13.7286
20130913,13.3178
20130916,13.1288
20130917,12.8002
20130918,12.8002
20130923,13.0549
20130924,13.1453
20130925,12.8413
20130926,12.488
20130927,12.4058
20130930,12.2744
20131008,12.5784
20131009,12.6687
20131010,12.5373
20131011,12.8002
20131014,12.7838
20131015,12.8577
20131016,13.1124
20131017,13.137
20131018,13.0713
20131021,13.0795
20131022,13.0878
20131023,12.8248
20131024,12.4387
20131025,12.1265
20131028,11.9458
20131029,10.371
20131030,10.494
20131031,10.5418
20131101,10.5554
20131104,10.4461
20131105,10.5076
20131106,10.3846
20131107,10.2822
20131108,10.2958
20131111,10.412
20131112,10.5691
20131113,10.5554
20131114,10.7467
20131115,10.979
20131118,11.5256
20131119,11.5324
20131120,11.5256
20131121,11.3343
20131122,11.2113
20131125,11.4026
20131126,11.4709
20131127,11.5666
20131128,12.2908
20131129,12.202
20131202,12.202
20131203,12.6187
20131204,12.892
20131205,12.6734
20131206,12.5026
20131209,12.4957
20131210,12.5367
20131211,12.0038
20131212,11.9628
20131213,12.0721
20131216,11.751
20131217,11.8262
20131218,11.9218
20131219,11.6964
20131220,11.4573
20131223,11.3685
20131224,11.5324
20131225,11.7442
20131226,11.5666
20131227,11.6349
20131230,11.4846
20131231,11.5871
20140102,11.2591
20140103,10.7467
20140106,10.3437
20140107,10.3027
20140108,10.3232
20140109,10.2958
20140110,10.3983
20140113,10.453
20140114,10.5145
20140115,10.9312
20140116,11.061
20140117,11.1772
20140120,10.8082
20140121,11.1362
20140122,11.3411
20140123,11.3275
20140124,11.3275
20140127,10.7194
20140128,10.8492
20140129,10.979
20140130,10.8424
20140207,11.3206
20140210,11.5188
20140211,11.5324
20140212,11.5324
20140213,11.348
20140214,11.2591
20140217,11.3275
20140218,11.0337
20140219,11.1157
20140220,10.9039
20140221,10.7262
20140224,10.1865
20140225,10.0704
20140226,10.0021
20140227,10.0909
20140228,10.2958
20140303,10.1729
20140304,10.0499
20140305,10.0704
20140306,10.248
20140307,10.1592
20140310,9.6946
20140311,9.8722
20140312,9.7903
20140313,9.8927
20140314,9.8381
20140317,10.0977
20140318,10.1182
20140319,10.2822
20140320,10.1524
20140321,10.5076
20140324,10.8492
20140325,8.8358
20140326,8.9657
20140327,8.8584
20140328,9.3442
20140331,9.2313
20140401,9.203
20140402,9.5815
20140403,9.5646
20140404,9.6154
20140408,9.847
20140409,9.8075
20140410,10.7905
20140411,10.4176
20140414,10.3329
20140415,10.0787
20140416,10.1691
20140417,9.9092
20140418,9.8696
20140421,9.5137
20140422,9.4911
20140423,9.6324
20140424,9.5533
20140425,8.0841
20140428,8.0646
20140429,8.313
20140430,8.2789
20140505,8.3617
20140506,8.1377
20140507,8.0938
20140508,8.089
20140509,8.0159
20140512,8.1425
20140513,8.1815
20140514,8.1766
20140515,8.0938
20140516,8.0598
20140519,7.899
20140520,7.865
20140521,7.8796
20140522,7.8844
20140523,7.9624
20140526,7.977
20140527,7.8552
20140528,7.9088
20140529,7.8552
20140530,7.9429
20140603,8.0549
20140604,7.9137
20140605,8.0257
20140606,7.9234
20140609,7.9088
20140610,8.0013
20140611,7.9526
20140612,7.938
20140613,7.9916
20140616,8.1523
20140617,8.0451
20140618,7.7724
20140619,7.6604
20140620,7.6312
20140623,7.6848
20140624,7.6896
20140625,7.6653
20140626,7.6945
20140627,7.6215
20140630,7.6555
20140701,7.6166
20140702,7.675
20140703,8.0354
20140704,8.0305
20140707,8.0744
20140708,7.9624
20140709,7.8552
20140710,8.0062
20140711,8.0208
20140714,8.3081
20140715,8.2594
20140716,8.2594
20140717,8.2107
20140718,8.3714
20140721,8.3325
20140722,8.3958
20140723,8.5711
20140724,8.7318
20140725,8.7951
20140728,8.9169
20140729,8.6928
20140730,8.7123
20140731,8.7513
20140801,8.6052
20140804,8.9071
20140805,8.9997
20140806,8.912
20140807,8.7269
20140808,8.7415
20140811,8.9169
20140812,8.8925
20140813,8.8341
20140814,8.7513
20140815,8.7951
20140818,8.8195
20140819,8.7318
20140820,8.6734
20140821,8.5467
20140822,7.6773
20140825,7.6031
20140826,7.5639
20140827,7.5726
20140828,7.4766
20140829,7.5377
20140901,7.6511
20140902,7.7341
20140903,7.7864
20140904,7.817
20140905,7.8606
20140909,7.8912
20140910,7.7472
20140911,7.7035
20140912,7.7297
20140915,7.6992
20140916,7.5551
20140917,7.5508
20140918,7.5202
20140919,7.6468
20140922,7.446
20140923,7.4897
20140924,7.5595
20140925,7.5377
20140926,7.5464
20140929,7.5377
20140930,7.4984
20141008,7.5639
20141009,7.6206
20141010,7.5202
20141013,7.4635
20141014,7.3587
20141015,7.4853
20141016,7.3762
20141017,7.3544
20141020,7.4373
20141021,7.3726
20141022,7.3726
20141023,7.2899
20141024,7.2159
20141027,7.107
20141028,7.2246
20141029,7.3291
20141030,7.3596
20141031,7.5033
20141103,7.4467
20141104,7.3901
20141105,7.4292
20141106,7.4597
20141107,7.4771
20141110,7.6775
20141111,7.6296
20141112,7.7689
20141113,7.7907
20141114,7.8778
20141117,7.6775
20141118,7.4989
20141119,7.4336
20141120,7.3509
20141121,7.4728
20141124,7.7079
20141125,7.6992
20141126,7.7036
20141127,7.721
20141128,7.9257
20141201,7.8647
20141202,8.0084
20141203,8.1521
20141204,8.5876
20141205,8.261
20141208,8.5658
20141209,8.5179
20141210,8.875
20141211,8.6921
20141212,8.7618
20141215,8.666
20141216,8.6921
20141217,8.5963
20141218,8.5963
20141219,8.5963
20141222,8.5963
20141223,8.5963
20141224,8.5963
20141225,8.5963
20141226,8.5963
20141229,8.5963
20141230,9.4542
20141231,9.6153
20150105,9.881
20150106,9.611
20150107,9.5936
20150108,9.5849
20150109,9.6153
20150112,9.6763
20150113,9.6415
20150114,9.5544
20150115,9.5805
20150116,9.5021
20150119,8.6094
20150120,8.8489
20150121,9.0666
20150122,9.0797
20150123,9.0492
20150126,9.1102
20150127,9.0057
20150128,8.875
20150129,8.7139
20150130,8.6137
20150202,8.47
20150203,8.6312
20150204,8.6442
20150205,8.5266
20150206,8.3873
20150209,8.3481
20150210,8.5876
20150211,8.6399
20150212,8.6704
20150213,8.7095
20150216,8.7313
20150217,8.8271
20150225,8.6834
20150226,8.9186
20150227,8.8533
20150302,8.9839
20150303,8.7008
20150304,8.7313
20150305,8.5223
20150306,8.5528
20150309,8.6791
20150310,8.6007
20150311,8.5615
20150312,8.7879
20150313,8.8228
20150316,8.9795
20150317,9.0274
20150318,9.3976
20150319,9.3018
20150320,9.3366
20150323,9.6502
20150324,10.398
20150325,10.3547
20150326,10.5378
20150327,10.5571
20150330,11.1886
20150331,11.0103
20150401,11.1501
20150402,11.1163
20150403,11.0922
20150407,11.2368
20150408,11.5164
20150409,11.4248
20150410,11.5212
20150413,11.6948
20150414,11.7237
20150415,11.3863
