date,ttm
20171115,21.6532
20171116,23.8195
20171117,26.2015
20171120,28.8187
20171121,31.7006
20171122,34.8667
20171123,38.3563
20171124,34.5236
20171127,31.0732
20171128,31.7692
20171129,31.1222
20171130,31.2693
20171201,30.7596
20171204,27.6816
20171205,27.2993
20171206,28.0149
20171207,27.2797
20171208,27.7012
20171211,27.8287
20171212,26.1721
20171213,26.4564
20171214,26.9269
20171215,26.525
20171218,26.6622
20171219,27.0935
20171220,26.5544
20171221,26.1035
20171222,26.3583
20171225,26.721
20171226,27.8385
20171227,27.8973
20171228,28.7011
20171229,28.1521
20180102,28.2404
20180103,27.7797
20180104,27.5052
20180105,27.5052
20180108,28.0051
20180109,29.0147
20180110,28.4168
20180111,28.6913
20180112,28.0737
20180115,26.6132
20180116,27.7699
20180117,28.3188
20180118,28.2502
20180119,28.7403
20180122,28.505
20180123,28.0051
20180124,30.8086
20180125,30.289
20180126,29.397
20180129,29.8675
20180130,28.8775
20180131,27.8973
20180201,25.878
20180202,25.3879
20180205,24.7998
20180206,22.3198
20180207,23.1824
20180208,23.5059
20180209,22.6433
20180212,23.398
20180213,24.2116
20180214,24.0842
20180222,24.1234
20180223,24.241
20180226,24.9566
20180227,24.7704
20180228,24.3293
20180301,24.4665
20180302,23.7019
20180305,24.094
20180306,24.9468
20180307,25.2703
20180308,25.5447
20180309,26.1329
20180312,27.2111
20180313,26.9171
20180314,28.0835
20180315,27.5346
20180316,27.0347
20180319,28.5246
20180320,28.6227
20180321,28.3188
20180322,28.309
20180323,28.3286
20180326,29.7695
20180327,29.5441
20180328,29.4362
20180329,30.142
20180330,30.6223
20180402,29.7793
20180403,29.0049
20180404,30.5831
20180409,31.2987
20180410,30.887
20180411,32.3769
20180412,33.1121
20180413,33.2787
20180416,34.1904
20180417,32.3083
20180418,32.3047
20180419,33.1628
20180420,33.3012
20180423,32.8952
20180424,34.3162
20180425,33.9748
20180426,32.48
20180427,33.1167
20180502,33.8733
20180503,34.0671
20180504,33.1351
20180507,35.0821
20180508,34.9529
20180509,34.9806
20180510,35.1098
20180511,33.1905
20180514,32.6553
20180515,33.3381
20180516,33.8549
20180517,33.7349
20180518,33.1444
20180521,34.1132
20180522,35.2482
20180523,33.578
20180524,32.766
20180525,32.7291
20180528,32.8122
20180529,32.6738
20180530,32.6645
20180531,34.8329
20180601,35.2389
20180604,35.3589
20180605,36.8722
20180606,37.7764
20180607,37.2413
20180608,36.54
20180611,35.119
20180612,36.0694
20180613,33.495
20180614,33.3381
20180615,33.2643
20180619,32.6922
20180620,33.1997
20180621,33.1813
20180622,33.8456
20180625,33.3566
20180626,32.3969
20180627,35.608
20180628,35.7003
20180629,39.2713
20180702,40.2863
20180703,40.0925
20180704,39.059
20180705,39.2989
20180706,37.9979
20180709,41.7995
20180710,41.6427
20180711,41.089
20180712,45.1952
20180713,45.6381
20180716,47.7419
20180717,48.9599
20180718,47.4282
20180719,45.6934
20180720,44.9183
20180723,45.2413
20180724,44.8907
20180725,45.5735
20180726,43.6727
20180727,42.2793
20180730,42.2978
20180731,43.5988
20180801,42.6392
20180802,42.4731
20180803,41.7257
20180806,37.9148
20180807,38.8283
20180808,35.2759
20180809,37.0198
20180810,38.3578
20180813,39.8064
20180814,40.3324
20180815,39.0775
20180816,38.1178
20180817,35.2853
20180820,36.7226
20180821,37.3374
20180822,36.6063
20180823,37.7944
20180824,37.2211
20180827,37.7778
20180828,36.8639
20180829,35.7173
20180830,35.817
20180831,34.3381
20180903,34.9696
20180904,34.8865
20180905,33.2248
20180906,32.394
20180907,33.0587
20180910,32.9976
20180911,33.4153
20180912,31.6944
20180913,31.8197
20180914,32.4379
20180917,31.3018
20180918,32.9725
20180919,33.9499
20180920,33.3151
20180921,35.3283
20180925,35.1947
20180926,35.4202
20180927,35.0109
20180928,36.03
20181008,34.4094
20181009,33.2482
20181010,32.9725
20181011,29.6728
20181012,30.5249
20181015,29.2384
20181016,28.2109
20181017,28.1273
20181018,26.6069
20181019,29.2718
20181022,31.7529
20181023,31.5023
20181024,30.6752
20181025,31.1514
20181026,30.3077
20181029,29.2217
20181030,28.4782
20181031,29.2221
20181101,30.0286
20181102,31.9861
20181105,30.8038
20181106,31.1796
20181107,30.7725
20181108,30.3496
20181109,29.551
20181112,29.9894
20181113,31.4302
20181114,31.4772
20181115,32.589
20181116,32.3385
20181119,31.9783
20181120,31.3362
20181121,33.3172
20181122,33.4739
20181123,32.4951
20181126,33.0902
20181127,32.8318
20181128,33.4112
20181129,32.7378
20181130,32.6125
20181203,34.7658
20181204,34.9537
20181205,35.1495
20181206,35.1573
20181207,36.0186
20181210,35.2904
20181211,35.3922
20181212,35.447
20181213,36.7312
20181214,37.1149
20181217,35.4705
20181218,34.3743
20181219,33.2624
20181220,34.6092
20181221,34.5622
20181224,34.6405
20181225,34.5309
20181226,33.928
20181227,33.5913
20181228,34.5074
20190102,34.4982
20190103,34.0435
20190104,34.7726
20190107,36.5367
20190108,36.5681
20190109,36.8896
20190110,36.6935
20190111,36.4975
20190114,35.6743
20190115,36.1996
20190116,36.1604
20190117,36.4191
20190118,36.7014
20190121,36.3015
20190122,35.2823
20190123,36.0271
20190124,36.0114
20190125,35.6978
20190128,34.9843
20190129,34.6001
20190130,34.655
20190131,34.3414
20190201,34.9608
20190211,36.4191
20190212,36.5838
20190213,36.8739
20190214,37.0072
20190215,36.2388
20190218,37.9088
20190219,37.5246
20190220,37.015
20190221,36.6543
20190222,36.8896
20190225,37.556
20190226,39.1633
20190227,38.6223
20190228,39.6729
20190301,40.1904
20190304,40.9666
20190305,40.7941
20190306,40.2688
20190307,39.0849
20190308,38.8497
20190311,41.0529
20190312,42.9111
20190313,43.4364
20190314,41.9467
20190315,44.2988
20190318,48.2191
20190319,46.4863
20190320,46.3217
20190321,45.7101
20190322,47.9055
20190325,47.4429
20190326,46.4628
20190327,49.403
20190328,49.8734
20190329,48.6388
20190401,48.6598
20190402,48.0288
20190403,49.2067
20190404,48.6668
20190408,48.5546
20190409,50.0831
20190410,49.2558
20190411,46.977
20190412,46.3109
20190415,44.6632
20190416,45.8903
20190417,45.5397
20190418,44.8105
20190419,41.0537
20190422,39.8328
