MMSI,IMO,船名,船长,船宽,载重吨,总吨,吃水
412503740," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413483690," ""0"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
413762485," ""null"""," ""维多利亚2"""," ""112"""," ""25"""," ""6523"""," ""4044"""," ""0"""
413762533," ""413762533"""," ""null"""," ""75"""," ""14"""," ""null"""," ""null"""," ""null"""
413762549," ""0"""," ""null"""," ""75"""," ""14"""," ""null"""," ""null"""," ""null"""
413762779," ""0"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413774264," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413782091," ""null"""," ""null"""," ""47"""," ""9"""," ""null"""," ""null"""," ""null"""
413900057," ""0"""," ""穗顺风机928"""," ""49"""," ""13"""," """""," ""979"""," ""null"""
413901197," ""null"""," ""null"""," ""77"""," ""16"""," ""null"""," ""null"""," ""null"""
413901326," ""0"""," ""null"""," ""60"""," ""13"""," ""null"""," ""null"""," ""null"""
413901349," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413904053," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
413905518," ""0"""," ""null"""," ""56"""," ""12"""," ""null"""," ""null"""," ""null"""
413907203," ""null"""," ""null"""," ""66"""," ""14"""," ""null"""," ""null"""," ""null"""
413950965," ""0"""," ""null"""," ""124"""," ""21"""," ""null"""," ""null"""," ""0"""
413951568," ""0"""," ""null"""," ""44"""," ""8"""," ""null"""," ""null"""," ""0"""
413972653," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413998032," ""null"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""null"""
413998069," ""0"""," ""null"""," ""50"""," ""10"""," ""null"""," ""null"""," ""null"""
413999269," ""0"""," ""null"""," ""27"""," ""6"""," ""null"""," ""null"""," ""null"""
412475302," ""0"""," ""null"""," ""50"""," ""14"""," ""null"""," ""null"""," ""0"""
413762954," ""null"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""null"""
413900296," ""null"""," ""粤韶关货0928"""," ""54"""," ""12"""," ""872"""," ""593"""," ""null"""
413900642," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413901548," ""0"""," ""null"""," ""38"""," ""8"""," ""null"""," ""null"""," ""null"""
413906826," ""null"""," ""null"""," ""50"""," ""14"""," ""null"""," ""null"""," ""null"""
413978406," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
412502280," ""null"""," ""新海信988"""," ""53"""," ""9"""," ""805"""," ""499"""," ""null"""
413466090," ""null"""," """""," ""71"""," ""15"""," ""2106"""," ""1432"""," ""null"""
413466910," ""0"""," """""," ""49"""," ""16"""," ""346"""," ""235"""," ""0"""
413509430," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413794213," ""57"""," ""null"""," ""94"""," ""16"""," ""null"""," ""null"""," ""null"""
413902176," ""0"""," ""null"""," ""60"""," ""17"""," ""null"""," ""null"""," ""null"""
413902261," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413902573," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413903863," ""null"""," ""null"""," ""50"""," ""14"""," ""null"""," ""null"""," ""null"""
413904331," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906643," ""null"""," ""null"""," ""65"""," ""18"""," ""null"""," ""null"""," ""null"""
413980641," ""null"""," ""null"""," ""48"""," ""9"""," ""null"""," ""null"""," ""null"""
413998771," ""0"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
413489130," ""null"""," ""null"""," ""67"""," ""13"""," ""null"""," ""null"""," ""null"""
413900693," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901072," ""null"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413905199," ""null"""," ""null"""," ""40"""," ""9"""," ""null"""," ""null"""," ""null"""
413906946," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413976207," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413987854," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413996981," ""356515840"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
412502340," ""0"""," ""新海信228"""," ""52"""," ""8"""," """""," ""499"""," ""null"""
413762712," ""null"""," """""," ""null"""," ""null"""," ""346"""," ""235"""," ""null"""
413773301," ""12"""," ""null"""," ""78"""," ""13"""," ""null"""," ""null"""," ""2"""
413900111," ""null"""," ""粤韶关货2206"""," ""52"""," ""10"""," ""819"""," ""557"""," ""null"""
413900339," ""null"""," ""南盐油25"""," ""43"""," ""9"""," """""," ""336"""," ""null"""
413902241," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413902502," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413902841," ""0"""," ""null"""," ""48"""," ""15"""," ""null"""," ""null"""," ""null"""
413903993," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413905509," ""0"""," ""null"""," ""60"""," ""17"""," ""null"""," ""null"""," ""0"""
413906255," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906486," ""null"""," ""null"""," ""83"""," ""17"""," ""null"""," ""null"""," ""null"""
413998927," ""503316480"""," ""null"""," ""67"""," ""14"""," ""null"""," ""null"""," ""null"""
201208165," ""0"""," ""null"""," ""0"""," ""0"""," ""null"""," ""null"""," ""null"""
201208181,,,,,,,
201208181," ""0"""," ""null"""," ""0"""," ""0"""," ""null"""," ""null"""," ""null"""
412503680," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413472450," ""null"""," ""null"""," ""60"""," ""13"""," ""null"""," ""null"""," ""null"""
413494280," ""null"""," ""null"""," ""36"""," ""14"""," ""null"""," ""null"""," ""null"""
413772495," ""0"""," ""粤韶关货1623"""," ""null"""," ""null"""," """""," ""566"""," ""null"""
413900119," ""0"""," ""粤韶关货0723"""," ""53"""," ""12"""," ""804"""," ""547"""," ""null"""
413902309," ""null"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413906341," ""0"""," ""null"""," ""90"""," ""19"""," ""null"""," ""null"""," ""null"""
413906357," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906831," ""null"""," ""null"""," ""66"""," ""16"""," ""null"""," ""null"""," ""null"""
413976997," ""0"""," ""null"""," ""31"""," ""6"""," ""null"""," ""null"""," ""0"""
413981796," ""0"""," ""null"""," ""45"""," ""9"""," ""null"""," ""null"""," ""null"""
413994435," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413510803,,,,,,,
413510803," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413776192," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900877," ""0"""," ""null"""," ""54"""," ""12"""," ""null"""," ""null"""," ""null"""
413900936," ""0"""," ""null"""," ""37"""," ""8"""," ""null"""," ""null"""," ""null"""
413902254," ""0"""," ""粤三埠货1289"""," ""48"""," ""10"""," ""175"""," ""119"""," ""null"""
413903198," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413904166," ""0"""," ""null"""," ""80"""," ""18"""," ""null"""," ""null"""," ""4.20000029"""
413950472," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413998295," ""0"""," ""null"""," ""66"""," ""16"""," ""null"""," ""null"""," ""null"""
412502910," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413468220," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413477960," ""null"""," ""null"""," ""86"""," ""17"""," ""null"""," ""null"""," ""null"""
413772408," ""0"""," ""粤韶关货1928"""," ""52"""," ""11"""," """""," ""595"""," ""null"""
413773572," ""0"""," ""null"""," ""42"""," ""9"""," ""null"""," ""null"""," ""null"""
413794378," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900482," ""19"""," """""," ""49"""," ""13"""," ""379"""," ""235"""," ""2"""
413900769," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900774," ""0"""," ""null"""," ""73"""," ""16"""," ""null"""," ""null"""," ""2.5"""
413900921," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413901476," ""0"""," ""null"""," ""48"""," ""15"""," ""null"""," ""null"""," ""0"""
413906254," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413907328," ""null"""," ""null"""," ""66"""," ""17"""," ""null"""," ""null"""," ""null"""
413979743," ""null"""," ""null"""," ""69"""," ""15"""," ""null"""," ""null"""," ""null"""
413997692," ""1072522"""," ""null"""," ""68"""," ""14"""," ""null"""," ""null"""," ""null"""
413998811," ""null"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
413508920," ""0"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""null"""
413509080," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413509530," ""0"""," ""null"""," ""64"""," ""13"""," ""null"""," ""null"""," ""null"""
413861632," ""103776"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900484," ""0"""," """""," ""75"""," ""16"""," ""2384"""," ""1621"""," ""3.79999995"""
413902353," ""null"""," ""null"""," ""46"""," ""10"""," ""null"""," ""null"""," ""null"""
413903896," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413905657," ""null"""," ""null"""," ""53"""," ""12"""," ""null"""," ""null"""," ""null"""
413906980,,,,,,,
413906980," ""null"""," ""null"""," ""53"""," ""12"""," ""null"""," ""null"""," ""null"""
413958956," ""0"""," ""null"""," ""60"""," ""16"""," ""null"""," ""null"""," ""3.5999999"""
413976596," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413977442," ""null"""," ""null"""," ""43"""," ""9"""," ""null"""," ""null"""," ""null"""
413982473," ""0"""," ""null"""," ""91"""," ""19"""," ""null"""," ""null"""," ""null"""
413993449," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
412429480," ""24"""," """""," ""53"""," ""9"""," ""734"""," ""499"""," ""1.79999995"""
412475420,,,,,,,
412475420," ""24"""," """""," ""53"""," ""9"""," ""734"""," ""499"""," ""1.79999995"""
413509870," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413773377," ""0"""," ""null"""," ""92"""," ""17"""," ""null"""," ""null"""," ""0"""
413900261," ""0"""," """""," ""54"""," ""11"""," ""1050"""," ""630"""," ""null"""
413900781," ""null"""," ""null"""," ""41"""," ""15"""," ""null"""," ""null"""," ""null"""
413901103," ""0"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413901350," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413901861," ""0"""," ""null"""," ""50"""," ""10"""," ""null"""," ""null"""," ""null"""
413902181," ""null"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413903093," ""0"""," ""null"""," ""29"""," ""8"""," ""null"""," ""null"""," ""3.20000005"""
413903257," ""0"""," ""null"""," ""47"""," ""10"""," ""null"""," ""null"""," ""null"""
413904024," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413906644," ""0"""," ""null"""," ""56"""," ""12"""," ""null"""," ""null"""," ""null"""
413954357," ""0"""," ""null"""," ""93"""," ""16"""," ""null"""," ""null"""," ""0"""
413975779," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413985301," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
412474450," ""null"""," ""粤韶关货1219"""," ""53"""," ""12"""," """""," ""593"""," ""null"""
412503690," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413467350," ""0"""," """""," ""50"""," ""14"""," ""346"""," ""235"""," ""4.30000019"""
413467365," ""0"""," ""null"""," ""0"""," ""0"""," ""null"""," ""null"""," ""null"""
413508790," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901869," ""0"""," ""粤新会货8163"""," ""45"""," ""10"""," ""268"""," ""182"""," ""3"""
413902757," ""0"""," ""null"""," ""52"""," ""10"""," ""null"""," ""null"""," ""0"""
413907386," ""0"""," ""null"""," ""50"""," ""19"""," ""null"""," ""null"""," ""null"""
413971796," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413987274," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413467960," ""null"""," ""null"""," ""53"""," ""12"""," ""null"""," ""null"""," ""null"""
413509620," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413705440," ""null"""," ""新正和168"""," ""52"""," ""9"""," """""," """""," ""null"""
413762918," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413901466," ""null"""," """""," ""50"""," ""14"""," ""368"""," ""250"""," ""null"""
413901879," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906377," ""null"""," ""null"""," ""74"""," ""17"""," ""null"""," ""null"""," ""null"""
413906725," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413906809," ""null"""," ""null"""," ""90"""," ""20"""," ""null"""," ""null"""," ""null"""
413991262," ""0"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413997509," ""0"""," ""null"""," ""69"""," ""16"""," ""null"""," ""null"""," ""null"""
497356760,,,,,,,
497356760," ""0"""," ""null"""," ""69"""," ""16"""," ""null"""," ""null"""," ""null"""
412477660," ""0"""," ""海雄油6"""," ""96"""," ""16"""," ""4495.00"""," ""4495.00"""," ""5"""
413360410," ""0"""," ""null"""," ""55"""," ""9"""," ""null"""," ""null"""," ""null"""
413492740," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413508310," ""0"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413762508," ""null"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""null"""
413850074," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900392," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900455," ""0"""," ""石油607"""," ""65"""," ""13"""," """""," ""1153"""," ""2.70000005"""
413900617," ""0"""," ""null"""," ""66"""," ""16"""," ""null"""," ""null"""," ""0"""
413901378," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901564," ""null"""," ""null"""," ""60"""," ""16"""," ""null"""," ""null"""," ""null"""
413902621," ""null"""," """""," ""52"""," ""12"""," ""250"""," ""170"""," ""null"""
413905285," ""0"""," ""null"""," ""45"""," ""10"""," ""null"""," ""null"""," ""null"""
413957351," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413977266," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413985318," ""0"""," ""null"""," ""47"""," ""9"""," ""null"""," ""null"""," ""0"""
413987055," ""0"""," ""null"""," ""41"""," ""9"""," ""null"""," ""null"""," ""null"""
413463160," ""0"""," ""祥春668"""," ""null"""," ""null"""," ""724"""," ""492"""," ""null"""
413508780," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413552790," ""0"""," """""," ""53"""," ""9"""," ""993"""," ""596"""," ""3.60000014"""
413773399," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901064," ""null"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413901067," ""0"""," ""null"""," ""70"""," ""15"""," ""null"""," ""null"""," ""null"""
413902758," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413903143," ""null"""," ""null"""," ""48"""," ""10"""," ""null"""," ""null"""," ""null"""
413903484," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413904075," ""null"""," ""null"""," ""62"""," ""13"""," ""null"""," ""null"""," ""null"""
413933981," ""null"""," ""null"""," ""63"""," ""13"""," ""null"""," ""null"""," ""null"""
413998256," ""0"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
413469740," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413479250," ""null"""," ""null"""," ""53"""," ""11"""," ""null"""," ""null"""," ""null"""
413553637,,,,,,,
413553637," ""null"""," ""null"""," ""53"""," ""11"""," ""null"""," ""null"""," ""null"""
413772621," ""0"""," ""null"""," ""52"""," ""10"""," ""null"""," ""null"""," ""null"""
413893734,,,,,,,
413893734," ""0"""," ""null"""," ""52"""," ""10"""," ""null"""," ""null"""," ""null"""
413900054," ""null"""," ""粤韶关货1320"""," ""null"""," ""null"""," ""829"""," ""564"""," ""null"""
413901303," ""0"""," ""null"""," ""49"""," ""12"""," ""null"""," ""null"""," ""null"""
413903219," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413903323," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413905167," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
413972317," ""0"""," ""null"""," ""49"""," ""12"""," ""null"""," ""null"""," ""null"""
413996214," ""0"""," ""null"""," ""59"""," ""13"""," ""null"""," ""null"""," ""null"""
413998468," ""null"""," ""null"""," ""66"""," ""13"""," ""null"""," ""null"""," ""null"""
412478180," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
412478410," ""null"""," ""null"""," ""82"""," ""14"""," ""null"""," ""null"""," ""null"""
413481030," ""0"""," ""null"""," ""79"""," ""15"""," ""null"""," ""null"""," ""null"""
413482352," ""null"""," ""null"""," ""55"""," ""13"""," ""null"""," ""null"""," ""null"""
413488120," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413781745," ""0"""," ""null"""," ""52"""," ""10"""," ""null"""," ""null"""," ""null"""
413791677," ""null"""," ""null"""," ""93"""," ""20"""," ""null"""," ""null"""," ""null"""
413900078," ""null"""," ""粤韶关货2282"""," ""53"""," ""12"""," ""857"""," ""583"""," ""null"""
413900198," ""0"""," ""粤韶关货2286"""," ""null"""," ""null"""," ""859"""," ""584"""," ""null"""
413902482," ""null"""," ""null"""," ""55"""," ""12"""," ""null"""," ""null"""," ""null"""
413903989," ""null"""," ""null"""," ""78"""," ""15"""," ""null"""," ""null"""," ""null"""
413906419," ""0"""," ""null"""," ""86"""," ""18"""," ""null"""," ""null"""," ""null"""
413907332," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413972469," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413975488," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413983306," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413986306," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413998473," ""null"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
422295283,,,,,,,
422295283," ""null"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
413480830," ""0"""," ""null"""," ""79"""," ""15"""," ""null"""," ""null"""," ""null"""
413773446," ""null"""," ""null"""," ""55"""," ""11"""," ""null"""," ""null"""," ""null"""
413858322," ""134217728"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413902308," ""0"""," ""null"""," ""53"""," ""11"""," ""null"""," ""null"""," ""null"""
413902811," ""0"""," ""null"""," ""41"""," ""9"""," ""null"""," ""null"""," ""null"""
413904939," ""null"""," ""null"""," ""80"""," ""17"""," ""null"""," ""2306"""," ""null"""
413905798," ""null"""," ""null"""," ""78"""," ""14"""," ""null"""," ""null"""," ""null"""
413906888," ""null"""," ""null"""," ""90"""," ""20"""," ""null"""," ""null"""," ""null"""
412357980," ""null"""," ""兴航海988"""," ""null"""," ""null"""," """""," ""498"""," ""null"""
413360490," ""0"""," ""null"""," ""56"""," ""9"""," ""null"""," ""null"""," ""null"""
413489150," ""null"""," ""null"""," ""52"""," ""11"""," ""null"""," ""null"""," ""null"""
413505350," ""0"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""null"""
413902915," ""null"""," ""null"""," ""52"""," ""11"""," ""null"""," ""null"""," ""null"""
413972213," ""null"""," ""null"""," ""50"""," ""12"""," ""null"""," ""null"""," ""null"""
413975412," ""0"""," ""null"""," ""48"""," ""9"""," ""null"""," ""null"""," ""null"""
413478920," ""null"""," ""null"""," ""58"""," ""12"""," ""null"""," ""null"""," ""0"""
413510773,,,,,,,
413510773," ""null"""," ""null"""," ""58"""," ""12"""," ""null"""," ""null"""," ""0"""
413903108," ""null"""," ""null"""," ""69"""," ""15"""," ""null"""," ""null"""," ""null"""
413903354," ""null"""," ""null"""," ""52"""," ""12"""," ""null"""," ""null"""," ""null"""
413906721," ""null"""," ""null"""," ""82"""," ""17"""," ""null"""," ""null"""," ""null"""
413906851," ""0"""," ""null"""," ""61"""," ""13"""," ""null"""," ""null"""," ""null"""
413906889," ""null"""," ""null"""," ""90"""," ""20"""," ""null"""," ""null"""," ""null"""
413907179," ""0"""," ""null"""," ""72"""," ""15"""," ""null"""," ""null"""," ""null"""
413979371," ""null"""," ""null"""," ""63"""," ""13"""," ""null"""," ""null"""," ""null"""
413985264," ""0"""," ""null"""," ""49"""," ""9"""," ""null"""," ""null"""," ""null"""
413995814," ""0"""," ""null"""," ""78"""," ""16"""," ""null"""," ""null"""," ""null"""
413999009," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
412503780," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413463760," ""null"""," ""穗航805"""," ""49"""," ""15"""," """""," ""1588"""," ""0"""
413463797,,,,,,,
413463797," ""null"""," ""穗航805"""," ""49"""," ""15"""," """""," ""1588"""," ""0"""
413481910," ""null"""," ""null"""," ""78"""," ""14"""," ""null"""," ""null"""," ""null"""
413762711," ""0"""," """""," ""50"""," ""15"""," ""346"""," ""235"""," ""null"""
413772517," ""356515840"""," ""粤韶关货1188"""," ""49"""," ""10"""," """""," ""486"""," ""0"""
413774407," ""null"""," ""null"""," ""71"""," ""14"""," ""null"""," ""null"""," ""null"""
413904171," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906592," ""null"""," ""null"""," ""60"""," ""18"""," ""null"""," ""null"""," ""null"""
413907160," ""0"""," ""null"""," ""32"""," ""11"""," ""null"""," ""null"""," ""null"""
413958645," ""0"""," ""null"""," ""48"""," ""9"""," ""null"""," ""null"""," ""null"""
413971422," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413976949," ""0"""," ""null"""," ""31"""," ""7"""," ""null"""," ""null"""," ""null"""
413991472," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413998703," ""null"""," ""null"""," ""38"""," ""6"""," ""null"""," ""null"""," ""null"""
413468470," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413482070," ""null"""," ""null"""," ""61"""," ""13"""," ""null"""," ""null"""," ""null"""
413704956,,,,,,,
413704956," ""null"""," ""null"""," ""61"""," ""13"""," ""null"""," ""null"""," ""null"""
413858469," ""0"""," ""null"""," ""23"""," ""6"""," ""null"""," ""null"""," ""3"""
413901447," ""null"""," ""null"""," ""57"""," ""12"""," ""null"""," ""null"""," ""null"""
413906187," ""null"""," ""null"""," ""87"""," ""19"""," ""null"""," ""null"""," ""null"""
413999157," ""356515840"""," ""null"""," ""45"""," ""10"""," ""null"""," ""null"""," ""null"""
117," ""117"""," """""," ""19"""," ""8"""," ""6"""," ""5"""," ""3"""
123," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413504790," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413773451," ""0"""," ""null"""," ""78"""," ""16"""," ""null"""," ""null"""," ""null"""
413794733," ""0"""," ""null"""," ""53"""," ""11"""," ""null"""," ""null"""," ""null"""
413850341," ""356515840"""," ""null"""," ""50"""," ""9"""," ""null"""," ""null"""," ""0"""
413850357," ""0"""," ""null"""," ""93"""," ""16"""," ""null"""," ""null"""," ""0"""
413862375," ""0"""," ""null"""," ""49"""," ""16"""," ""null"""," ""null"""," ""null"""
413900262," ""null"""," ""null"""," ""64"""," ""14"""," ""null"""," ""null"""," ""null"""
413900675," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900701," ""0"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""1"""
413901224,,,,,,,
413901224," ""0"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""1"""
413902779," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413905281," ""0"""," ""null"""," ""51"""," ""11"""," ""null"""," ""null"""," ""null"""
413905317," ""null"""," ""null"""," ""42"""," ""9"""," ""null"""," ""null"""," ""null"""
413905571," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413905817," ""0"""," ""null"""," ""80"""," ""16"""," ""null"""," ""null"""," ""null"""
413906431," ""null"""," ""null"""," ""87"""," ""19"""," ""null"""," ""null"""," ""null"""
413906563," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906741," ""null"""," ""null"""," ""65"""," ""19"""," ""null"""," ""null"""," ""null"""
413907317," ""0"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""null"""
413950927," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413972454," ""0"""," ""null"""," ""108"""," ""17"""," ""null"""," ""null"""," ""0"""
413978386," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413996984," ""1017856"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
413997733," ""356515840"""," ""null"""," ""49"""," ""14"""," ""null"""," ""null"""," ""null"""
413998438," ""null"""," ""null"""," ""52"""," ""10"""," ""null"""," ""null"""," ""null"""
413998453," ""0"""," ""null"""," ""26"""," ""6"""," ""null"""," ""null"""," ""null"""
413483440," ""0"""," ""null"""," ""89"""," ""18"""," ""null"""," ""null"""," ""null"""
413793513," ""0"""," ""null"""," ""63"""," ""16"""," ""null"""," ""null"""," ""null"""
413900131," ""null"""," ""粤韶关货2225"""," ""53"""," ""11"""," ""859"""," ""584"""," ""null"""
413901075," ""0"""," ""null"""," ""53"""," ""12"""," ""null"""," ""null"""," ""null"""
413901163," ""0"""," ""null"""," ""75"""," ""16"""," ""null"""," ""null"""," ""0"""
413901171," ""null"""," ""null"""," ""90"""," ""19"""," ""null"""," ""null"""," ""null"""
