MMSI,IMO,船名,船长,船宽,载重吨,总吨,吃水
412458680," ""0"""," ""新祥莲"""," ""53"""," ""9"""," ""980"""," ""499"""," ""null"""
412467140," ""0"""," ""惠港通336"""," ""50"""," ""14"""," ""1100"""," ""967"""," ""3"""
412474560," ""null"""," ""粤韶关货2383"""," ""63"""," ""13"""," """""," ""965"""," ""null"""
412502920," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413477630," ""0"""," ""null"""," ""67"""," ""13"""," ""null"""," ""null"""," ""null"""
413485410," ""null"""," ""null"""," ""29"""," ""9"""," ""null"""," ""null"""," ""null"""
413773346," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413900779," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413901124," ""null"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413901218," ""null"""," """""," ""50"""," ""13"""," ""1357"""," ""923"""," ""null"""
413901223," ""null"""," """""," ""89"""," ""18"""," ""368"""," ""250"""," ""null"""
413901871," ""0"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""3.20000005"""
413902059," ""0"""," ""null"""," ""53"""," ""12"""," ""null"""," ""null"""," ""null"""
413903334," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413903843," ""null"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413904927," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413905605," ""null"""," ""null"""," ""77"""," ""16"""," ""null"""," ""null"""," ""null"""
413906478," ""null"""," ""null"""," ""80"""," ""18"""," ""null"""," ""null"""," ""null"""
413907252," ""null"""," ""null"""," ""67"""," ""14"""," ""null"""," ""null"""," ""null"""
413971273," ""2048"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413971758," ""0"""," ""null"""," ""68"""," ""15"""," ""null"""," ""null"""," ""null"""
413974649," ""null"""," ""null"""," ""53"""," ""13"""," ""null"""," ""null"""," ""null"""
413974814," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413995489," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413996309," ""33280"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413998364," ""null"""," ""null"""," ""49"""," ""14"""," ""null"""," ""null"""," ""null"""
413999274," ""null"""," ""null"""," ""66"""," ""16"""," ""null"""," ""null"""," ""null"""
412472050," ""null"""," ""null"""," ""53"""," ""9"""," ""null"""," ""null"""," ""null"""
413467730," ""null"""," ""null"""," ""60"""," ""13"""," ""null"""," ""null"""," ""null"""
413468560," ""null"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413468940," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413482870," ""null"""," ""null"""," ""54"""," ""11"""," ""null"""," ""null"""," ""null"""
413777117," ""0"""," ""null"""," ""50"""," ""14"""," ""null"""," ""null"""," ""0"""
413793262," ""0"""," ""null"""," ""53"""," ""11"""," ""null"""," ""null"""," ""null"""
413901219," ""null"""," ""江航989"""," ""50"""," ""15"""," ""1200"""," ""250"""," ""null"""
413902487," ""null"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413904844," ""0"""," ""null"""," ""74"""," ""16"""," ""null"""," ""null"""," ""null"""
413905161," ""null"""," ""null"""," ""43"""," ""9"""," ""null"""," ""null"""," ""null"""
413906681," ""0"""," ""null"""," ""68"""," ""14"""," ""null"""," ""null"""," ""null"""
413907025," ""null"""," ""null"""," ""59"""," ""13"""," ""null"""," ""null"""," ""0"""
413907233," ""null"""," ""null"""," ""66"""," ""13"""," ""null"""," ""null"""," ""null"""
413973579," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413976085," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413990982," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413998588," ""null"""," ""null"""," ""64"""," ""13"""," ""null"""," ""null"""," ""null"""
412473980," ""null"""," ""粤明达38"""," ""79"""," ""15"""," """""," ""1589"""," ""null"""
412477950," ""null"""," ""null"""," ""54"""," ""11"""," ""null"""," ""null"""," ""null"""
412478910," ""null"""," ""null"""," ""74"""," ""14"""," ""null"""," ""null"""," ""null"""
412503450," ""0"""," ""null"""," ""50"""," ""14"""," ""null"""," ""null"""," ""null"""
413509570," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413902505," ""0"""," ""null"""," ""52"""," ""11"""," ""null"""," ""null"""," ""null"""
413905154," ""null"""," ""null"""," ""84"""," ""16"""," ""null"""," ""null"""," ""null"""
413906804," ""null"""," ""null"""," ""90"""," ""20"""," ""null"""," ""null"""," ""null"""
413959961," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413977725," ""null"""," ""null"""," ""43"""," ""9"""," ""null"""," ""null"""," ""null"""
413987851," ""0"""," ""null"""," ""49"""," ""9"""," ""null"""," ""null"""," ""null"""
413993201," ""0"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413995099," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
413996966," ""0"""," ""null"""," ""59"""," ""10"""," ""null"""," ""null"""," ""null"""
431975499," ""0"""," ""null"""," ""55"""," ""13"""," ""null"""," ""null"""," ""0"""
413465330," ""0"""," """""," ""50"""," ""14"""," ""403"""," ""250"""," ""2.79999995"""
413466980," ""0"""," ""null"""," ""67"""," ""13"""," ""null"""," ""null"""," ""2.5"""
413468960," ""0"""," """""," ""48"""," ""15"""," ""325"""," ""221"""," ""null"""
413483920," ""0"""," ""null"""," ""66"""," ""18"""," ""null"""," ""null"""," ""3.79999995"""
413510010," ""null"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
413772901," ""358686269"""," ""null"""," ""42"""," ""8"""," ""null"""," ""null"""," ""2.5999999"""
413777116," ""0"""," """""," ""50"""," ""16"""," ""2685"""," ""1826"""," ""3.20000005"""
413900633," ""0"""," """""," ""65"""," ""12"""," ""1830"""," ""1098"""," ""2.29999995"""
413900954," ""23"""," ""粤万通189"""," ""50"""," ""13"""," """""," """""," ""null"""
413900956," ""0"""," """""," ""67"""," ""13"""," ""346"""," ""235"""," ""null"""
413902046," ""0"""," ""null"""," ""50"""," ""10"""," ""null"""," ""null"""," ""null"""
413904312," ""null"""," ""null"""," ""54"""," ""10"""," ""null"""," ""null"""," ""null"""
413906983," ""null"""," ""null"""," ""66"""," ""13"""," ""null"""," ""null"""," ""null"""
413907226," ""0"""," ""null"""," ""87"""," ""18"""," ""null"""," ""null"""," ""null"""
413951566," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413974622," ""null"""," ""null"""," ""55"""," ""13"""," ""null"""," ""null"""," ""null"""
413501640," ""null"""," ""顺航668"""," ""100"""," ""64"""," ""805"""," ""499"""," ""null"""
413901069," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413901248," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901972," ""null"""," ""null"""," ""44"""," ""9"""," ""null"""," ""null"""," ""null"""
413903249," ""0"""," ""null"""," ""36"""," ""8"""," ""null"""," ""null"""," ""0"""
413974282," ""0"""," ""null"""," ""40"""," ""8"""," ""null"""," ""null"""," ""null"""
413984508," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413998661," ""null"""," ""null"""," ""66"""," ""9"""," ""null"""," ""null"""," ""null"""
413999271," ""null"""," ""null"""," ""56"""," ""13"""," ""null"""," ""null"""," ""null"""
412476120," ""null"""," ""null"""," ""59"""," ""15"""," ""null"""," ""null"""," ""null"""
413472230," ""0"""," ""null"""," ""57"""," ""12"""," ""null"""," ""null"""," ""null"""
413762763," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413773629," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413900416," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900491," ""2048"""," ""南南燃油7"""," ""52"""," ""10"""," """""," ""476"""," ""null"""
413901055," ""null"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413906639," ""null"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413997945," ""null"""," ""null"""," ""68"""," ""14"""," ""null"""," ""null"""," ""null"""
413998586," ""null"""," ""null"""," ""56"""," ""16"""," ""null"""," ""null"""," ""null"""
413468990," ""9442627"""," ""长发隆"""," ""null"""," ""null"""," ""6560.6"""," ""19222"""," ""null"""
413478310," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413504650," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413762751," ""0"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413792432," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413900789," ""0"""," """""," ""49"""," ""15"""," ""346"""," ""235"""," ""null"""
413901452," ""null"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413906345," ""0"""," ""null"""," ""60"""," ""16"""," ""null"""," ""null"""," ""3.79999995"""
413906901," ""null"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""null"""
413907146," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413985021," ""null"""," ""null"""," ""45"""," ""9"""," ""null"""," ""null"""," ""null"""
413996264," ""0"""," ""null"""," ""50"""," ""12"""," ""null"""," ""null"""," ""null"""
412467030," ""0"""," ""惠湾218"""," ""50"""," ""13"""," ""1100"""," ""967"""," ""7.80000019"""
413467740,,,,,,,
413467740," ""0"""," ""惠湾218"""," ""50"""," ""13"""," ""1100"""," ""967"""," ""7.80000019"""
413470130," ""0"""," """""," ""50"""," ""16"""," ""368"""," ""250"""," ""null"""
413474520," ""888888"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""4"""
413762921," ""0"""," ""null"""," ""47"""," ""10"""," ""null"""," ""null"""," ""0"""
413773461," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413786532," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413788101," ""0"""," ""null"""," ""60"""," ""16"""," ""null"""," ""null"""," ""null"""
413900289," ""0"""," ""粤韶关货2209"""," ""50"""," ""11"""," ""859"""," ""584"""," ""null"""
413900385," ""0"""," ""胜荣2018"""," ""55"""," ""11"""," """""," ""645"""," ""2.9000001"""
413905925," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906191," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906752," ""null"""," ""null"""," ""60"""," ""13"""," ""null"""," ""null"""," ""null"""
413907368," ""null"""," ""null"""," ""50"""," ""19"""," ""null"""," ""null"""," ""null"""
413973495," ""null"""," ""null"""," ""39"""," ""9"""," ""null"""," ""null"""," ""null"""
413975067," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413984135," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413901899," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413902835," ""null"""," ""null"""," ""48"""," ""15"""," ""null"""," ""null"""," ""null"""
413905921," ""0"""," ""null"""," ""80"""," ""18"""," ""null"""," ""null"""," ""3"""
413906485," ""null"""," ""null"""," ""90"""," ""19"""," ""null"""," ""null"""," ""null"""
413906619," ""0"""," ""null"""," ""90"""," ""19"""," ""null"""," ""null"""," ""3.79999995"""
412476060," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413829811," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901186," ""null"""," ""null"""," ""90"""," ""18"""," ""null"""," ""null"""," ""null"""
413971728," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413986772," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413466360," ""null"""," ""粤韶关货2198"""," ""null"""," ""null"""," """""," ""552"""," ""null"""
413509060," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
412503040," ""null"""," ""null"""," ""66"""," ""14"""," ""null"""," ""null"""," ""null"""
413466140," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413903246," ""null"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""null"""
413808566," ""0"""," ""null"""," ""51"""," ""9"""," ""null"""," ""null"""," ""null"""
413903611," ""0"""," ""null"""," ""57"""," ""12"""," ""null"""," ""null"""," ""null"""
413776168," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901903," ""0"""," """""," ""48"""," ""11"""," ""847"""," ""576"""," ""2.79999995"""
413469094," ""0"""," ""null"""," ""53"""," ""12"""," ""null"""," ""null"""," ""0"""
413504806," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413794322," ""0"""," ""null"""," ""0"""," ""0"""," ""null"""," ""null"""," ""null"""
413900213," ""null"""," ""粤广州货0289"""," ""48"""," ""10"""," ""669"""," ""455"""," ""null"""
413762433," ""18"""," """""," ""50"""," ""13"""," ""403"""," ""250"""," ""3.20000005"""
413776387," ""0"""," ""null"""," ""47"""," ""10"""," ""null"""," ""null"""," ""0"""
413989396," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413486502," ""0"""," ""null"""," ""70"""," ""13"""," ""null"""," ""null"""," ""0"""
413487090," ""null"""," ""null"""," ""53"""," ""11"""," ""null"""," ""null"""," ""null"""
413508380," ""null"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413772519," ""0"""," ""粤韶关货1233"""," ""5"""," ""2"""," """""," ""595"""," ""null"""
413900112," ""null"""," ""粤韶关货2208"""," ""53"""," ""12"""," ""881"""," ""599"""," ""null"""
413900658," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413905383," ""null"""," ""null"""," ""53"""," ""11"""," ""null"""," ""null"""," ""null"""
413989648," ""2077"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413998254," ""null"""," ""null"""," ""73"""," ""16"""," ""null"""," ""null"""," ""null"""
413461770," ""0"""," """""," ""null"""," ""null"""," """""," ""901"""," ""null"""
413474022," ""null"""," ""null"""," ""50"""," ""14"""," ""null"""," ""null"""," ""null"""
413489640," ""null"""," ""null"""," ""58"""," ""13"""," ""null"""," ""null"""," ""null"""
413776116," ""null"""," ""null"""," ""25"""," ""7"""," ""null"""," ""null"""," ""null"""
413900792," ""0"""," """""," ""50"""," ""13"""," ""346"""," ""235"""," ""3"""
413901541," ""null"""," ""null"""," ""69"""," ""16"""," ""null"""," ""null"""," ""null"""
413904861," ""0"""," ""null"""," ""57"""," ""12"""," ""null"""," ""null"""," ""null"""
413970653," ""null"""," ""null"""," ""52"""," ""12"""," ""null"""," ""null"""," ""null"""
413971125," ""0"""," ""null"""," ""42"""," ""9"""," ""null"""," ""null"""," ""0"""
413999011," ""0"""," ""null"""," ""56"""," ""14"""," ""null"""," ""null"""," ""null"""
412469669,,,,,,,
412469669," ""0"""," ""null"""," ""56"""," ""14"""," ""null"""," ""null"""," ""null"""
412469685," ""356515840"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
412471122,,,,,,,
412471122," ""356515840"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413773413," ""0"""," ""null"""," ""62"""," ""13"""," ""null"""," ""null"""," ""0"""
413801968," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413850779," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413900063," ""0"""," ""粤韶关货2177"""," ""null"""," ""null"""," ""719"""," ""489"""," ""null"""
413901379," ""0"""," ""null"""," ""44"""," ""9"""," ""null"""," ""null"""," ""null"""
413901557," ""0"""," ""null"""," ""68"""," ""16"""," ""null"""," ""null"""," ""null"""
413905701," ""0"""," ""null"""," ""52"""," ""11"""," ""null"""," ""null"""," ""null"""
413906966," ""null"""," ""null"""," ""59"""," ""16"""," ""null"""," ""null"""," ""null"""
413907201," ""0"""," ""null"""," ""69"""," ""16"""," ""null"""," ""null"""," ""null"""
413907381," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413907439," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413971664," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413982601," ""0"""," ""null"""," ""44"""," ""9"""," ""null"""," ""null"""," ""null"""
413994167," ""0"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413996764," ""0"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
413997253," ""0"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413482854,,,,,,,
413482854," ""0"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413776884," ""null"""," ""null"""," ""38"""," ""8"""," ""null"""," ""null"""," ""null"""
413900238," ""0"""," ""粤韶关货2175"""," ""null"""," ""null"""," ""710"""," ""483"""," ""null"""
413900504," ""null"""," ""禅油604"""," ""50"""," ""16"""," """""," ""903"""," ""null"""
413901975," ""0"""," ""null"""," ""44"""," ""8"""," ""null"""," ""null"""," ""2.5"""
413904501," ""null"""," ""null"""," ""39"""," ""8"""," ""null"""," ""null"""," ""null"""
413906997," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413954321," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413993638," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""0"""
413998773," ""0"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
11919156,,,,,,,
11919156," ""0"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
412467237," ""null"""," ""null"""," ""12"""," ""3"""," ""null"""," ""null"""," ""null"""
412467253,,,,,,,
412467253," ""null"""," ""null"""," ""12"""," ""3"""," ""null"""," ""null"""," ""null"""
412472060," ""0"""," ""粤友联10"""," ""53"""," ""9"""," """""," ""498"""," ""null"""
413762869," ""0"""," ""null"""," ""100"""," ""18"""," ""null"""," ""null"""," ""null"""
413772491," ""0"""," ""惠金桥05"""," ""null"""," ""null"""," """""," ""1770"""," ""null"""
413900965," ""0"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""2.5"""
413900966," ""0"""," ""null"""," ""50"""," ""14"""," ""null"""," ""null"""," ""4.5999999"""
413900981," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
413902078," ""null"""," ""null"""," ""39"""," ""8"""," ""null"""," ""null"""," ""null"""
413902269," ""null"""," ""null"""," ""73"""," ""15"""," ""null"""," ""null"""," ""null"""
413902773," ""0"""," ""null"""," ""53"""," ""13"""," ""null"""," ""null"""," ""null"""
413904256," ""49932"""," ""null"""," ""87"""," ""12"""," ""null"""," ""null"""," ""null"""
413977444," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413978427," ""null"""," ""null"""," ""56"""," ""13"""," ""null"""," ""null"""," ""null"""
413982199," ""0"""," ""null"""," ""53"""," ""9"""," ""null"""," ""null"""," ""null"""
413987701," ""356515840"""," ""null"""," ""63"""," ""13"""," ""null"""," ""null"""," ""null"""
413996055," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413999481," ""0"""," ""null"""," ""64"""," ""13"""," ""null"""," ""null"""," ""null"""
412500560," ""9275866"""," """""," ""65"""," ""12"""," ""1768"""," ""998"""," ""2.60000014"""
413521253,,,,,,,
413521253," ""9275866"""," """""," ""65"""," ""12"""," ""1768"""," ""998"""," ""2.60000014"""
413762778," ""0"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413762794," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413762805," ""0"""," ""null"""," ""90"""," ""15"""," ""null"""," ""null"""," ""null"""
413776841," ""0"""," ""null"""," ""39"""," ""8"""," ""null"""," ""null"""," ""null"""
413788099," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413858265," ""0"""," ""null"""," ""60"""," ""12"""," ""null"""," ""null"""," ""null"""
413900517," ""17"""," """""," ""60"""," ""15"""," ""1394"""," ""864"""," ""2.70000005"""
413901387," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413901468," ""null"""," ""null"""," ""44"""," ""8"""," ""null"""," ""null"""," ""null"""
413901515," ""0"""," ""null"""," ""52"""," ""11"""," ""null"""," ""null"""," ""null"""
413901605," ""0"""," ""null"""," ""65"""," ""15"""," ""null"""," ""null"""," ""null"""
413905849," ""0"""," ""null"""," ""51"""," ""11"""," ""null"""," ""null"""," ""2.60000014"""
413906661," ""0"""," ""null"""," ""66"""," ""16"""," ""null"""," ""null"""," ""null"""
413906825," ""null"""," ""null"""," ""60"""," ""16"""," ""null"""," ""null"""," ""null"""
413950453," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
413952293," ""0"""," """""," ""50"""," ""16"""," ""368"""," ""250"""," ""null"""
413952294," ""12"""," """""," ""100"""," ""32"""," ""368"""," ""250"""," ""0.400000006"""
413952309," ""0"""," ""null"""," ""39"""," ""8"""," ""null"""," ""null"""," ""null"""
413971765," ""0"""," ""null"""," ""50"""," ""12"""," ""null"""," ""null"""," ""null"""
413972947," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
413982324," ""0"""," ""null"""," ""38"""," ""8"""," ""null"""," ""null"""," ""null"""
413986295," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413989547," ""0"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413997836," ""0"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
413998307," ""0"""," ""null"""," ""63"""," ""13"""," ""null"""," ""null"""," ""null"""
413998581," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413998949," ""0"""," ""null"""," ""54"""," ""10"""," ""null"""," ""null"""," ""3"""
413998965," ""0"""," ""null"""," ""44"""," ""9"""," ""null"""," ""null"""," ""null"""
412469029," ""0"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""0"""
412469033," ""0"""," ""null"""," ""21"""," ""5"""," ""null"""," ""null"""," ""null"""
412469045," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413466330," ""null"""," ""粤清远货1399"""," ""52"""," ""11"""," """""," ""599"""," ""null"""
413477480," ""null"""," ""null"""," ""49"""," ""9"""," ""null"""," ""null"""," ""null"""
413509020," ""0"""," ""null"""," ""56"""," ""13"""," ""null"""," ""null"""," ""2.5"""
413854757," ""0"""," ""null"""," ""50"""," ""10"""," ""null"""," ""null"""," ""0"""
413900124," ""0"""," ""粤韶关货1285"""," ""51"""," ""10"""," ""787"""," ""535"""," ""null"""
413900389," ""0"""," ""粤惠州货9118"""," ""44"""," ""8"""," ""1719"""," ""1169"""," ""null"""
413900405," ""0"""," """""," ""62"""," ""14"""," ""1401"""," ""953"""," ""null"""
413905698," ""null"""," ""null"""," ""52"""," ""11"""," ""null"""," ""null"""," ""null"""
413906244," ""0"""," ""null"""," ""60"""," ""16"""," ""null"""," ""null"""," ""3.70000005"""
413906277," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413906677," ""0"""," ""null"""," ""71"""," ""15"""," ""null"""," ""null"""," ""null"""
413906917," ""66095104"""," ""null"""," ""90"""," ""20"""," ""null"""," ""null"""," ""null"""
413906933," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906949," ""0"""," ""null"""," ""55"""," ""10"""," ""null"""," ""null"""," ""null"""
413907301," ""0"""," ""null"""," ""70"""," ""14"""," ""null"""," ""null"""," ""null"""
413974307," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""0"""
413985015," ""0"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""null"""
412478060," ""0"""," ""null"""," ""64"""," ""16"""," ""null"""," ""null"""," ""2.4000001"""
413468420," ""null"""," ""null"""," ""84"""," ""19"""," ""null"""," ""null"""," ""null"""
413774547," ""null"""," ""null"""," ""41"""," ""9"""," ""null"""," ""null"""," ""null"""
413900919," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413904762," ""1280055"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906101," ""null"""," ""null"""," ""79"""," ""15"""," ""null"""," ""null"""," ""null"""
413906701," ""null"""," ""null"""," ""82"""," ""17"""," ""null"""," ""null"""," ""null"""
413950925," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413972155," ""null"""," ""null"""," ""64"""," ""13"""," ""null"""," ""null"""," ""null"""
413991313," ""null"""," ""null"""," ""51"""," ""13"""," ""null"""," ""null"""," ""null"""
416017000," ""9406271"""," ""null"""," ""139"""," ""20"""," ""null"""," ""null"""," ""5.80000019"""
416663354,,,,,,,
416663354," ""9406271"""," ""null"""," ""139"""," ""20"""," ""null"""," ""null"""," ""5.80000019"""
412474060," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413436840," ""null"""," ""宝马269"""," ""52"""," ""9"""," """""," ""499"""," ""null"""
413436853,,,,,,,
413436853," ""null"""," ""宝马269"""," ""52"""," ""9"""," """""," ""499"""," ""null"""
413466190," ""null"""," ""粤韶关货2336"""," ""71"""," ""14"""," """""," ""1379"""," ""null"""
413470709," ""0"""," ""null"""," ""54"""," ""34"""," ""null"""," ""null"""," ""0"""
413505090," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413592780," ""null"""," ""null"""," ""55"""," ""9"""," ""null"""," ""null"""," ""null"""
413900096," ""0"""," ""粤伟航003"""," ""64"""," ""13"""," ""1765"""," ""1200"""," ""null"""
413900657," ""0"""," ""null"""," ""49"""," ""16"""," ""null"""," ""null"""," ""null"""
413900724," ""0"""," """""," ""56"""," ""12"""," ""1170"""," ""702"""," ""null"""
413900942," ""0"""," ""null"""," ""51"""," ""11"""," ""null"""," ""null"""," ""null"""
413902041," ""0"""," ""null"""," ""42"""," ""9"""," ""null"""," ""null"""," ""0"""
413902192," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413902906," ""0"""," ""null"""," ""47"""," ""10"""," ""null"""," ""null"""," ""null"""
413903005," ""0"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""0"""
413906263," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906627," ""null"""," ""null"""," ""68"""," ""13"""," ""null"""," ""null"""," ""null"""
413973606," ""0"""," ""null"""," ""55"""," ""13"""," ""null"""," ""null"""," ""null"""
